link,bodies,zi,u_id,zi_left_up,zi_left,zi_left_down,zi_up,zi_mid,zi_down,zi_right_up,zi_right,zi_right_down,zi_mid_out,zi_mid_in,ts,desc_cn,is_active,id_shuowen,hsk_note,desc_en
L-R,2,蹐,4960,,足,,,,,,𦟝,,,,,小步也。从足𦟝聲。《詩》曰：“不敢不蹐。”,Y,1383,,
L-R,2,蹠,12992,,足,,,,,,庶,,,,,楚人謂跳躍曰蹠。从足庶聲。,Y,1373,,
L-R,2,蹬,2914,,足,,,,,,登,,,,,蹭蹬也。从足登聲。,Y,1412,in HSK,
L-R,2,蹭,2032,,足,,,,,,曾,,,,,蹭蹬，失道也。从足曾聲。,Y,1411,in HSK,
L-R,2,蹮,10894,,足,,,,,,䙴,,,,,蹁蹮，旋行。从足䙴聲。,Y,1410,,
L-R,2,蹲,3245,,足,,,,,,尊,,,,,踞也。从足尊聲。,Y,1386,in HSK,
L-R,2,蹴,2649,,足,,,,,,就,,,,,躡也。从足就聲。,Y,1349,,
L-R,2,蹶,5800,,足,,,,,,厥,,,,,僵也。从足厥聲。一曰跳也。亦讀若橜。,Y,1368,,
L-R,2,躅,13183,,足,,,,,,蜀,,,,,蹢躅也。从足蜀聲。,Y,1366,,
L-R,2,躔,2111,,足,,,,,,廛,,,,,踐也。从足廛聲。,Y,1355,,
L-R,2,躣,8721,,足,,,,,,瞿,,,,,行皃。从足瞿聲。,Y,1334,,
L-R,2,躧,10804,,足,,,,,,麗,,,,,舞履也。从足麗聲。,Y,1400,,
L-R,2,躩,5801,,足,,,,,,矍,,,,,足躩如也。从足矍聲。,Y,1389,,
L-R,2,躬,3991,,身,,,,,,弓,,,,2024-01-27 08:56:09,,Y,,from HSK,"body (of a human, esp. the torso)/to bow/(literary) oneself; personally"
L-R,2,轧,3778,,车,,,,,,乚,,,,2024-01-14 15:20:28,,Y,,from HSK,to crush together (in a crowd)/to make friends/to check (accounts)
L-R,2,轨,14,,车,,,,,,九,,,,2024-01-15 12:42:01,,Y,,from HSK,(bound form) rail;  track
L-R,2,转,13250,,车,,,,,,专,,,,2024-01-26 16:43:05,,Y,,from HSK,to turn/to change direction/to transfer/to forward (mail)/(Internet) to share (sb else's content)
L-R,2,软,8962,,车,,,,,,欠,,,,2024-01-26 16:28:20,,Y,,from HSK,soft/flexible
L-R,2,辞,2582,,舌,,,,,,辛,,,,2024-01-27 18:44:37,,Y,,from HSK,to resign/to dismiss/to decline/to take leave/ballad (archaic poetic genre)/variant of 詞|词[ci2]
L-R,2,辣,6207,,辛,,,,,,束,,,,2024-01-27 21:44:10,,Y,,from HSK,"hot (spicy)/pungent/(of chili pepper, raw onions etc) to sting/to burn"
L-R,2,邓,423,,又,,,,,,阝,,,,2024-01-27 23:40:56,,Y,,from HSK,surname Deng
L-R,2,邢,1072,,开,,,,,,阝,,,,2024-01-27 23:41:39,,Y,,from HSK,surname Xing/place name
L-R,2,野,11759,,里,,,,,,予,,,,,郊外也。从里予聲。,Y,9124,in HSK,
L-R,2,镻,3092,,長,,,,,,失,,,,,蛇惡毒長也。从長失聲。,Y,6041,,
L-R,2,閒,5229,,門,,,,,,月,,,,,隟也。从門从月。,Y,7722,,
L-R,2,閟,1706,,門,,,,,,必,,,,,閉門也。从門必聲。《春秋傳》曰：“閟門而與之言。”　,Y,7720,,
L-R,2,隆,6811,,阝,,,,,夂,一,生,,,2025-02-16 11:23:04,,Y,,from HSK,sound of drums
L-R,2,雔,13665,,隹,,,,,,隹,,,,2024-01-21 09:29:39,,Y,,,
L-R,2,雕,3047,,周,,,,,,隹,,,,2024-01-27 22:52:07,鷻也。从隹周聲。,Y,2286,in HSK,
L-R,2,雘,4865,,丹,,,,,,蒦,,,,,善丹也。从丹蒦聲。《周書》曰：“惟其𢾅丹雘。”讀若隺。,Y,3171,,
L-R,2,静,5556,,青,,,,,,争,,,,2024-01-27 21:43:11,,Y,,from HSK,still/calm/quiet/not moving
L-R,2,韎,7227,,韋,,,,,,末,,,,,茅蒐𣑱韋也。一入曰韎。从韋末聲。,Y,3369,,
L-R,2,韔,2177,,韋,,,,,,長,,,,,弓衣也。从韋長聲。《詩》曰：“交韔二弓。”,Y,3375,,
L-R,2,韘,9240,,韋,,,,,,枼,,,,,射決也。所以拘弦，以象骨，韋系，著右巨指。从韋枼聲。《詩》曰：“童子佩韘。”,Y,3373,,
L-R,2,韝,4014,,韋,,,,,,冓,,,,,射臂決也。从韋冓聲。,Y,3372,,
L-R,2,韣,3187,,韋,,,,,,蜀,,,,,弓衣也。从韋蜀聲。,Y,3374,,
L-R,2,韩,531,,龺,,,,,,韦,,,,2025-02-16 12:05:47,,Y,,from HSK,"Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄/Korea from the fall of the Joseon dynasty in 1897/Korea, esp. South Korea 大韓民國|大韩民国/surname Han"
L-R,2,韱,10899,,韭,,,,,,㦰,,,,,山韭也。从韭㦰聲。,Y,4523,,
L-R,2,韶,9204,,音,,,,,,召,,,,,虞舜樂也。《書》曰：“《簫韶》九成，鳳皇來儀。”从音召聲。,Y,1734,,
L-R,2,頒,13841,,分,,,,,,页,,,,2024-01-25 08:36:43,,Y,,,
L-R,2,顶,3108,,丁,,,,,,页,,,,2024-01-26 15:59:47,,Y,,from HSK,"""apex/crown of the head/top/roof/most/to carry on the head/to push to the top/to go against/to replace/to substitute/to be subjected to (an aerial bombing, hailstorm etc)/(slang) to """"bump"""" a forum thread to raise its profile/classifier for headwear, hats, veils etc"""
L-R,2,项,11018,,工,,,,,,页,,,,2024-01-26 23:00:56,,Y,,from HSK,"back of neck/item/thing/term (in a mathematical formula)/sum (of money)/classifier for principles, items, clauses, tasks, research projects etc"
L-R,2,顾,4103,,厄,,,,,,页,,,,2024-01-27 08:56:23,,Y,,from HSK,to look after/to take into consideration/to attend to
L-R,2,顿,3259,,屯,,,,,,页,,,,2024-01-27 08:52:13,,Y,,from HSK,"to stop/to pause/to arrange/to lay out/to kowtow/to stamp (one's foot)/at once/classifier for meals, beatings, scoldings etc: time, bout, spell, meal"
L-R,2,颁,1459,,分,,,,,,页,,,,2024-01-28 11:41:57,,Y,,from HSK,to promulgate/to send out/to issue/to grant or confer
L-R,2,颂,9644,,公,,,,,,页,,,,2024-01-27 09:16:42,,Y,,from HSK,ode/eulogy/to praise in writing/to wish (in letters)
L-R,2,颅,6881,,卢,,,,,,页,,,,2024-01-28 12:00:15,,Y,,from HSK,forehead/skull
L-R,2,颇,8166,,皮,,,,,,页,,,,2024-01-28 13:03:31,,Y,,from HSK,rather/quite/considerably/oblique/inclined/slanting/Taiwan pr. [po3]
L-R,2,颊,5086,,夹,,,,,,页,,,,2024-01-28 12:55:44,,Y,,from HSK,cheeks
L-R,2,频,8123,,步,,,,,,页,,,,2024-01-25 01:43:48,,Y,,from HSK,frequency/frequently/repetitious
L-R,2,颓,10236,,秃,,,,,,页,,,,2024-01-28 15:12:36,,Y,,from HSK,to crumble/to collapse/to decline/to decay/decadent/dejected/dispirited/balding
L-R,2,颗,5946,,果,,,,,,页,,,,2024-01-27 21:43:55,,Y,,from HSK,"classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc"
L-R,2,颜,11558,,彦,,,,,,页,,,,2024-01-27 23:18:45,,Y,,from HSK,color/face/countenance
L-R,2,额,3316,,客,,,,,,页,,,,2024-01-27 22:53:11,,Y,,from HSK,forehead/horizontal tablet or inscribed board/specified number or amount  to allocate/to distinguish (good and bad)/(bound form) branch of (an organization)  sub- (as in 分局[fen1 ju2])/fraction/one tenth (of certain units)/unit of length equivalent to 0.33 cm/minute (unit of time)/minute (angular measurement unit)/a point (in sports or games)/0.01 yuan (unit of money)
L-R,2,颠,3011,,真,,,,,,页,,,,2024-01-27 22:51:51,,Y,,from HSK,top (of the head)/apex/to fall forwards/inverted/to jolt
L-R,2,颤,2137,,亶,,,,,,页,,,,2024-01-27 22:49:24,,Y,,from HSK,to tremble/to shiver/to shake/to vibrate/Taiwan pr. [zhan4]
L-R,2,飂,6625,,風,,,,,,翏,,,,,高風也。从風翏聲。,Y,8938,,
L-R,2,飘,8091,,票,,,,,,风,,,,2024-01-27 21:51:46,,Y,,from HSK,to float
L-R,2,饮,12053,,饣,,,,,,欠,,,,2024-01-23 22:59:29,,Y,,from HSK,to drink
L-R,2,馗,6123,,九,,,,,,首,,,,,九達道也。似龜背，故謂之馗。馗，高也。从九从首。,Y,9682,,
L-R,2,馥,3769,,香,,,,,,复,,,,,香气芬馥也。从香复聲。,Y,4454,,
L-R,2,馨,11161,,香,,,,,,殸,,,,,香之遠聞者。从香殸聲。殸，籒文磬。,Y,4453,,
L-R,2,驱,8697,,马,,,,,,区,,,,2024-01-23 22:49:19,,Y,,from HSK,to expel/to urge on/to drive/to run quickly;  variant of 驅|驱[qu1]
L-R,2,驶,9378,,马,,,,,,史,,,,2024-01-26 22:53:19,,Y,,from HSK,"(of a vehicle, horse etc) to go fast; to speed/(of a vehicle) to run; to go/(of a boat) to sail"
L-R,2,驼,10296,,马,,,,,,它,,,,2024-01-26 22:59:45,,Y,,from HSK,hump or hunchbacked/camel
L-R,2,骄,5296,,马,,,,,,乔,,,,2024-01-27 01:01:48,,Y,,from HSK,proud/arrogant
L-R,2,髟,1779,,長,,,,,,彡,,,,,長髮猋猋也。从長从彡。凡髟之屬皆从髟。,Y,5699,,
L-R,2,鬴,3736,,鬲,,,,,,甫,,,,,鍑屬。从鬲甫聲。,Y,1853,,
L-R,2,鬵,8417,,鬲,,,,,,兓,,,,,大釜也。一曰鼎大上小下若甑曰鬵。从鬲兓聲。讀若岑。,Y,1851,,
L-R,2,鬷,13416,,鬲,,,,,,㚇,,,,,釜屬。从鬲㚇聲。,Y,1849,,
L-R,2,鬻,12385,,𩰲,,,,,,米,,,,,䭈也。从𩰲米聲。,Y,1861,,
L-R,2,魏,10520,,委,,,,,,鬼,,,,2024-01-28 13:48:25,,Y,,from HSK,tower over a palace gateway (old)
L-R,2,鲫,5041,,鱼,,,,,,即,,,,2024-01-25 21:18:16,,Y,,from HSK,bastard carp/sand perch
L-R,2,鳑,7915,,鱼,,,,,,旁,,,,2025-02-16 12:33:11,,Y,,,
L-R,2,鸦,11467,,牙,,,,,,鸟,,,,2024-01-27 00:31:30,,Y,,from HSK,crow
L-R,2,鹅,3318,,我,,,,,,鸟,,,,2024-01-27 17:23:30,,Y,,from HSK,variant of 鵝|鹅[e2];  goose/CL:隻|只[zhi1]
L-R,2,鹤,4434,,隺,,,,,,鸟,,,,2024-01-25 21:11:21,,Y,,from HSK,crane
L-R,2,麮,8739,,麥,,,,,,去,,,,,麥甘鬻也。从麥去聲。,Y,3342,,
L-R,2,麰,7500,,麥,,,,,,牟,,,,,來麰，麥也。从麥牟聲。,Y,3334,,
L-R,2,麽,7457,,幺,,,,,,麻,,,,,細也。从幺麻聲。,Y,2490,,
L-R,2,黀,13437,,麻,,,,,,取,,,,,麻䕸也。从麻取聲。,Y,4514,,
L-R,2,黇,10030,,黃,,,,,,占,,,,,白黃色也。从黃占聲。,Y,9160,,
L-R,2,黏,7682,,黍,,,,,,占,,,,,相箸也。从黍占聲。,Y,4447,,
L-R,2,黻,3714,,黹,,,,,,犮,,,,,黑與青相次文。从黹犮聲。,Y,4923,,
L-R,2,黼,3738,,黹,,,,,,甫,,,,,白與黑相次文。从黹甫聲。,Y,4922,,
L-R,2,鼂,2191,,黽,,,,,,旦,,,,,匽鼂也。讀若朝。楊雄說：匽鼂，蟲名。杜林以爲朝旦，非是。从黽从旦。,Y,8964,,
L-R,2,鼄,13171,,黽,,,,,,朱,,,,,䵹鼄也。从黽朱聲。,Y,8963,,
L-R,2,鼏,7323,,鼎,,,,,,冂,,,,,以木橫貫鼎耳而舉之。从鼎冂聲。《周禮》：“廟門容大鼏七箇。” 即《易》“玉鉉大吉”也。,Y,4350,,
L-R,2,鼐,7569,,鼎,,,,,,乃,,,,,鼎之絕大者。从鼎乃聲。《魯詩》說：鼐，小鼎。,Y,4349,,
L-R,2,鼒,13373,,鼎,,,,,,才,,,,,鼎之圜掩上者。从鼎才聲。《詩》曰：“鼐鼎及鼒。”,Y,4348,,
L-R,2,鼙,8040,,鼓,,,,,,卑,,,,,騎鼓也。从鼓卑聲。,Y,3070,,
L-R,2,鼛,3877,,鼓,,,,,,咎,,,,,大鼓也。从鼓咎聲。《詩》曰：“鼛鼓不勝。”,Y,3068,,
L-R,2,鼽,8673,,鼻,,,,,,九,,,,,病寒鼻窒也。从鼻九聲。,Y,2227,,
L-R,2,鼾,4290,,鼻,,,,,,干,,,,,臥息也。从鼻干聲。讀若汗。,Y,2226,,
L-R,2,龄,6755,,齿,,,,,,令,,,,2024-01-27 18:58:30,,Y,,from HSK,"age/length of experience, membership etc"
L-R,2,龢,4419,,龠,,,,,,禾,,,,,調也。从龠禾聲。讀與和同。,Y,1426,,
L-R,2,龤,11107,,龠,,,,,,皆,,,,,樂和龤也。从龠皆聲。《虞書》曰：“八音克龤。”,Y,1427,,
L-R,2,𡚾,13812,,女,,,,,,殳,,,,2025-02-16 12:50:46,好也。从女殳聲。《詩》曰：“靜女其𡚾。”,Y,,,
L-R,2,𢼸,13711,山,一,几,,,,,攵,,,,2025-02-16 12:28:51,,Y,,,
L-R,2,𣂆,13800,,旁,,,,,,斗,,,,2025-02-16 12:31:36,"量溢也。从斗㫄聲。

旁",Y,,,
L-R,2,𣦼,13755,,歺,,,,,,又,,,,2024-01-21 21:11:17,殘穿也。从又从歺。凡𣦼之屬皆从𣦼 。讀若殘。,Y,,,
L-R,2,𣪯,13809,,宮,,,,,,殳,,,,2025-02-16 12:51:25,擊空聲也。从殳宮聲。,Y,,,
L-R,2,𣫐,13810,,寿,,,,,,殳,,,,2025-02-16 12:51:14,縣物𣪐擊。从殳𠃬聲。,Y,,,
