link,bodies,zi,u_id,zi_left_up,zi_left,zi_left_down,zi_up,zi_mid,zi_down,zi_right_up,zi_right,zi_right_down,zi_mid_out,zi_mid_in,ts,desc_cn,is_active,id_shuowen,hsk_note,desc_en
L-M-R-D,4,亟,4921,,口,,,了,一,,又,,,,2024-01-21 19:06:31,敏疾也。从人从口，从又从二。二，天地也。,Y,8969,,
L-M-R-D,4,兜,3146,,匚,,,白,儿,,㇆ 一,,,,2024-01-28 12:53:03,兜鍪，首鎧也。从𠑹，从皃省。皃象人頭也。,Y,5443,in HSK,
