zi,u_id,unicode,pinyin,nstrokes,alias,traditional,as_part,is_radical,layer,desc_cn,zi_en,desc_en,ts,sort_val,is_active
轩,11351,,xuan1,,,軒,,,HSK_2-CommonLow-1,,,"pavilion with a view/high/tall/high fronted, curtained carriage (old)",,2950.0,Y
迂,12230,,yu1,,,,,,HSK_2-CommonLow-1,,,literal-minded/pedantic/doctrinaire/longwinded/circuitous,,2966.0,Y
迄,8354,,qi4,,,,,,HSK_2-CommonLow-1,,,as yet/until,,2908.0,Y
邑,11971,,yi4,,,,,,HSK_2-CommonLow-1,,,city/village,,2963.0,Y
邓,423,,deng4,,,鄧,,,HSK_2-CommonLow-1,,,surname Deng,,2826.0,Y
邢,1072,,xing2,,,,,,HSK_2-CommonLow-1,,,surname Xing/place name,,2946.0,Y
邦,1484,,bang1,,,,,,HSK_2-CommonLow-1,,,country/nation/state,,2813.0,Y
闰,8985,,run4,,,閏,,,HSK_2-CommonLow-1,,,intercalary/an extra day or month inserted into the lunar or solar calendar (such as February 29),,2916.0,Y
阱,5532,,jing3,,,,,,HSK_2-CommonLow-1,,,pitfall/trap,,2861.0,Y
韧,8875,,ren4,,,韌,,,HSK_2-CommonLow-1,,,annealed/pliable but strong/tough/tenacious,,2913.0,Y
驮,3293,,duo4,,,馱,,,HSK_2-CommonLow-1,,,load carried by a pack animal,,2833.0,Y
驮,10294,,tuo2,,,馱,,,HSK_2-CommonLow-1,,,to carry on one's back,,2933.0,Y
驯,11457,,xun4,,,馴,,,HSK_2-CommonLow-1,,,to attain gradually/to tame/Taiwan pr. [xun2],,2953.0,Y
鸠,5592,,jiu1,,,鳩,,,HSK_2-CommonLow-1,,,turtledove/(literary) to gather,,2862.0,Y
侈,2324,,chi3,,,,,,HSK_2-CommonLow-2,,,extravagant/wasteful/exaggerating,,2995.0,Y
侠,10851,,xia2,,,俠,,,HSK_2-CommonLow-2,,,knight-errant/brave and chivalrous/hero/heroic,,3112.0,Y
侣,6939,,lu:3,,,侶,,,HSK_2-CommonLow-2,,,companion,,3054.0,Y
侥,5303,,jiao3,,,僥,,,HSK_2-CommonLow-2,,,by mere luck,,3034.0,Y
侯,4506,,hou2,,,,,,HSK_2-CommonLow-2,,,"marquis, second of the five orders of ancient Chinese nobility 五等爵位[wu3 deng3 jue2 wei4]/nobleman; high official",,3023.0,Y
俄,447,,e2,,,,,,HSK_2-CommonLow-2,,,Russia/Russian/abbr. for 俄羅斯|俄罗斯[E2 luo2 si1]/Taiwan pr. [E4],,3003.0,Y
俏,8517,,qiao4,,,,,,HSK_2-CommonLow-2,,,good-looking/charming/(of goods) in great demand/(coll.) to season (food),,3089.0,Y
俐,6454,,li4,,,,,,HSK_2-CommonLow-2,,,clever,,3046.0,Y
函,4291,,han2,,,,,,HSK_2-CommonLow-2,,,envelope/case/letter,,3020.0,Y
刹,2066,,cha4,,,剎,,,HSK_2-CommonLow-2,,,"""Buddhist monastery, temple or shrine (abbr. for 剎多羅|刹多罗[cha4 duo1 luo2], Sanskrit """"ksetra"""")""",,2993.0,Y
刹,9081,,sha1,,,剎,,,HSK_2-CommonLow-2,,,to brake,,3096.0,Y
刽,4213,,gui4,,,劊,,,HSK_2-CommonLow-2,,,to amputate/to cut off/also pr. [kuai4],,3019.0,Y
勃,1871,,bo2,,,,,,HSK_2-CommonLow-2,,,flourishing/prosperous/suddenly/abruptly,,2990.0,Y
勋,11403,,xun1,,,勛,,,HSK_2-CommonLow-2,,,medal/merit,,3117.0,Y
卑,1544,,bei1,,,,,,HSK_2-CommonLow-2,,,low/base/vulgar/inferior/humble,,2985.0,Y
卒,13447,,zu2,,,,,,HSK_2-CommonLow-2,,,soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess,,3150.0,Y
卓,13313,,zhuo2,,,,,,HSK_2-CommonLow-2,,,outstanding,,3147.0,Y
叁,9021,,san1,,,參,,,HSK_2-CommonLow-2,,,three (banker's anti-fraud numeral),,3095.0,Y
呵,4381,,he1,,,,,,HSK_2-CommonLow-2,,,expel breath/my goodness,,3022.0,Y
呻,9250,,shen1,,,,,,HSK_2-CommonLow-2,,,groan,,3099.0,Y
咆,7925,,pao2,,,,,,HSK_2-CommonLow-2,,,to roar,,3080.0,Y
咒,13135,,zhou4,,,,,,HSK_2-CommonLow-2,,,incantation/magic spell/curse/malediction/to revile/to put a curse on sb,,3145.0,Y
咕,4039,,gu1,,,,,,HSK_2-CommonLow-2,,,"(onom.) for the sound of a bird, an empty stomach etc  state (CL:個|个[ge4])/(bound form) national",,3016.0,Y
咖,5843,,ka1,,,,,,HSK_2-CommonLow-2,,,coffee/class/grade,,3043.0,Y
咙,6812,,long2,,,嚨,,,HSK_2-CommonLow-2,,,throat,,3050.0,Y
咧,6643,,lie3,,,,,,HSK_2-CommonLow-2,,,to draw back the corners of one's mouth,,3047.0,Y
咧,6667,,lie5,,,,,,HSK_2-CommonLow-2,,,modal particle expressing exclamation,,3048.0,Y
咨,13344,,zi1,,,,,,HSK_2-CommonLow-2,,,to consult,,3148.0,Y
咪,7279,,mi1,,,,,,HSK_2-CommonLow-2,,,sound for calling a cat  shallow container/radical no. 108,,3060.0,Y
哆,3263,,duo1,,,,,,HSK_2-CommonLow-2,,,quiver/woolen cloth,,3000.0,Y
哎,1280,,ai1,,,,,,HSK_2-CommonLow-2,,,hey!/(interjection used to attract attention or to express surprise or disapprobation),,2982.0,Y
哟,12123,,yo1,,,喲,,,HSK_2-CommonLow-2,,,Oh! (interjection indicating slight surprise),,3128.0,Y
哟,12125,,yo5,,,喲,,,HSK_2-CommonLow-2,,,(sentence-final particle expressing exhortation)/(syllable filler in a song),,3129.0,Y
垛,3275,,duo3,,,,,,HSK_2-CommonLow-2,,,battlement/target,,3001.0,Y
垛,3284,,duo4,,,,,,HSK_2-CommonLow-2,,,pile,,3002.0,Y
垢,4025,,gou4,,,,,,HSK_2-CommonLow-2,,,dirt/disgrace,,3014.0,Y
奄,11506,,yan1,,,,,,HSK_2-CommonLow-2,,,variant of 閹|阉[yan1]/to castrate/variant of 淹[yan1]/to delay,,3118.0,Y
奄,11570,,yan3,,,,,,HSK_2-CommonLow-2,,,suddenly/abruptly/hastily/to cover/to surround,,3119.0,Y
奈,7563,,nai4,,,,,,HSK_2-CommonLow-2,,,"used in expressions that convey frustration and futility, such as 無奈|无奈[wu2 nai4] and 莫可奈何|莫可奈何[mo4 ke3 nai4 he2] (literary)/used for its phonetic value in writing foreign words",,3068.0,Y
契,8333,,qi4,,,,,,HSK_2-CommonLow-2,,,to carve/carved words/to agree/a contract/a deed,,3086.0,Y
奕,11900,,yi4,,,,,,HSK_2-CommonLow-2,,,abundant/graceful,,3124.0,Y
姆,7505,,mu3,,,,,,HSK_2-CommonLow-2,,,woman who looks after small children/(old) female tutor,,3066.0,Y
娄,717,,lou2,,,婁,,,HSK_2-CommonLow-2,,,surname Lou/one of the 28 lunar mansions in Chinese astronomy,,3052.0,Y
宛,10363,,wan3,,,,,,HSK_2-CommonLow-2,,,winding/as if,,3110.0,Y
宠,2370,,chong3,,,寵,,,HSK_2-CommonLow-2,,,to love/to pamper/to spoil/to favor,,2996.0,Y
宦,4674,,huan4,,,,,,HSK_2-CommonLow-2,,,imperial official/court eunuch,,3026.0,Y
屉,132,,ti4,,,屜,,,HSK_2-CommonLow-2,,,drawer;  tier,,3107.0,Y
岳,12461,,yue4,,,嶽,,,HSK_2-CommonLow-2,,,high mountain/highest peak of a mountain ridge;  wife's parents and paternal uncles,,3132.0,Y
峦,6976,,luan2,,,巒,,,HSK_2-CommonLow-2,,,mountain ranges,,3055.0,Y
帕,7860,,pa4,,,,,,HSK_2-CommonLow-2,,,to wrap/kerchief/handkerchief/headscarf/pascal (SI unit),,3078.0,Y
帚,13129,,zhou3,,,箒,,,HSK_2-CommonLow-2,,,variant of 帚[zhou3]; broom,,3144.0,Y
幽,12171,,you1,,,,,,HSK_2-CommonLow-2,,,remote/hidden away/secluded/serene/peaceful/to imprison/in superstition indicates the underworld/ancient district spanning Liaonang and Hebei provinces,,3130.0,Y
庞,7917,,pang2,,,龐,,,HSK_2-CommonLow-2,,,huge/enormous/tremendous,,3079.0,Y
弥,7282,,mi2,,,彌,,,HSK_2-CommonLow-2,,,full/to fill/completely/more,,3061.0,Y
弧,4549,,hu2,,,,,,HSK_2-CommonLow-2,,,arc,,3024.0,Y
徊,4632,,huai2,,,,,,HSK_2-CommonLow-2,,,"see 徘徊[pai2 huai2], to dither/to hesitate/to pace back and forth/irresolute",,3025.0,Y
忿,3580,,fen4,,,,,,HSK_2-CommonLow-2,,,anger/indignation/hatred,,3009.0,Y
怔,12934,,zheng4,,,,,,HSK_2-CommonLow-2,,,stumped for words/to stare blankly,,3141.0,Y
怯,8537,,qie4,,,,,,HSK_2-CommonLow-2,,,timid/cowardly/rustic/Taiwan pr. [que4],,3090.0,Y
恃,9397,,shi4,,,,,,HSK_2-CommonLow-2,,,to rely on/mother (formal),,3102.0,Y
恍,4727,,huang3,,,,,,HSK_2-CommonLow-2,,,disappointed/flurried/indistinct,,3027.0,Y
恤,11302,,xu4,,,,,,HSK_2-CommonLow-2,,,anxiety/sympathy/to sympathize/to give relief/to compensate,,3115.0,Y
恬,10035,,tian2,,,,,,HSK_2-CommonLow-2,,,quiet/calm/tranquil/peaceful,,3108.0,Y
拭,9399,,shi4,,,,,,HSK_2-CommonLow-2,,,to wipe,,3103.0,Y
拯,12931,,zheng3,,,,,,HSK_2-CommonLow-2,,,to raise/to aid/to support/to save/to rescue,,3140.0,Y
拱,3994,,gong3,,,,,,HSK_2-CommonLow-2,,,to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched,,3013.0,Y
拷,5917,,kao3,,,,,,HSK_2-CommonLow-2,,,to beat/to flog/to examine under torture/(computing) to copy (abbr. for 拷貝|拷贝[kao3 bei4]),,3044.0,Y
挟,11088,,xie2,,,挾,,,HSK_2-CommonLow-2,,,to clasp under the arm/to coerce,,3114.0,Y
昙,9864,,tan2,,,曇,,,HSK_2-CommonLow-2,,,dark clouds,,3106.0,Y
昧,7219,,mei4,,,,,,HSK_2-CommonLow-2,,,to conceal/dark,,3058.0,Y
昭,12785,,zhao1,,,,,,HSK_2-CommonLow-2,,,bright/clear/manifest/to show clearly,,3137.0,Y
昵,7666,,ni4,,,暱,,,HSK_2-CommonLow-2,,,familiar/intimate/to approach,,3069.0,Y
杭,535,,hang2,,,,,,HSK_2-CommonLow-2,,,surname Hang/Hangzhou,,3021.0,Y
枷,5056,,jia1,,,,,,HSK_2-CommonLow-2,,,cangue (wooden collar like stocks used to restrain and punish criminals in China),,3031.0,Y
柑,3813,,gan1,,,,,,HSK_2-CommonLow-2,,,large tangerine,,3011.0,Y
柒,8239,,qi1,,,,,,HSK_2-CommonLow-2,,,seven (banker's anti-fraud numeral),,3082.0,Y
柠,7749,,ning2,,,檸,,,HSK_2-CommonLow-2,,,lemon,,3070.0,Y
柬,5163,,jian3,,,,,,HSK_2-CommonLow-2,,,card/note/letter/old variant of 揀|拣[jian3],,3033.0,Y
栅,12691,,zha4,,,柵,,,HSK_2-CommonLow-2,,,fence/also pr. [shan1],,3133.0,Y
栈,12745,,zhan4,,,棧,,,HSK_2-CommonLow-2,,,a wooden or bamboo pen for sheep or cattle/wood or bamboo trestlework/a warehouse/(computing) stack,,3135.0,Y
歧,8271,,qi2,,,,,,HSK_2-CommonLow-2,,,divergent/side road,,3084.0,Y
殴,7832,,ou1,,,毆,,,HSK_2-CommonLow-2,,,to beat up/to hit sb,,3076.0,Y
毡,12715,,zhan1,,,氈,,,HSK_2-CommonLow-2,,,felt (fabric),,3134.0,Y
氓,7115,,mang2,,,,,,HSK_2-CommonLow-2,,,used in 流氓[liu2 mang2],,3057.0,Y
氓,7252,,meng2,,,,,,HSK_2-CommonLow-2,,,common people,,3059.0,Y
氛,3550,,fen1,,,,,,HSK_2-CommonLow-2,,,miasma/vapor,,3008.0,Y
氢,8587,,qing1,,,氫,,,HSK_2-CommonLow-2,,,hydrogen (chemistry),,3092.0,Y
沮,5672,,ju3,,,,,,HSK_2-CommonLow-2,,,to destroy/to stop,,3040.0,Y
沼,12794,,zhao3,,,,,,HSK_2-CommonLow-2,,,pond/pool,,3138.0,Y
沽,4044,,gu1,,,,,,HSK_2-CommonLow-2,,,to buy/to sell,,3015.0,Y
泌,7314,,mi4,,,,,,HSK_2-CommonLow-2,,,to secrete/to excrete/also pr. [bi4],,3063.0,Y
泞,7759,,ning4,,,濘,,,HSK_2-CommonLow-2,,,muddy,,3072.0,Y
泣,8343,,qi4,,,,,,HSK_2-CommonLow-2,,,to sob,,3087.0,Y
泵,1609,,beng4,,,,,,HSK_2-CommonLow-2,,,pump (loanword),,2986.0,Y
洛,7024,,luo4,,,,,,HSK_2-CommonLow-2,,,used in transliteration,,3056.0,Y
洼,10323,,wa1,,,窪,,,HSK_2-CommonLow-2,,,depression/sunken/swamp; variant of 窪|洼[wa1],,3109.0,Y
涎,10913,,xian2,,,,,,HSK_2-CommonLow-2,,,saliva,,3113.0,Y
炫,11375,,xuan4,,,,,,HSK_2-CommonLow-2,,,to dazzle/to boast/to show off/(slang) cool/awesome,,3116.0,Y
炬,5698,,ju4,,,,,,HSK_2-CommonLow-2,,,torch,,3041.0,Y
烁,9563,,shuo4,,,爍,,,HSK_2-CommonLow-2,,,bright/luminous,,3104.0,Y
狞,7750,,ning2,,,獰,,,HSK_2-CommonLow-2,,,fierce-looking,,3071.0,Y
狰,12922,,zheng1,,,猙,,,HSK_2-CommonLow-2,,,hideous/fierce-looking,,3139.0,Y
玲,6730,,ling2,,,,,,HSK_2-CommonLow-2,,,(onom.) ting-a-ling (in compounds such as 玎玲 or 玲瓏|玲珑)/tinkling of gem-pendants,,3049.0,Y
玷,3027,,dian4,,,,,,HSK_2-CommonLow-2,,,blemish/disgrace/flaw in jade,,2997.0,Y
珊,9125,,shan1,,,,,,HSK_2-CommonLow-2,,,coral,,3098.0,Y
瓮,10571,,weng4,,,甕,,,HSK_2-CommonLow-2,,,"pottery container for water, wine etc",,3111.0,Y
疙,3902,,ge1,,,,,,HSK_2-CommonLow-2,,,pimple/wart,,3012.0,Y
疚,5617,,jiu4,,,,,,HSK_2-CommonLow-2,,,chronic disease/guilt/remorse,,3038.0,Y
疟,7803,,nu:e4,,,瘧,,,HSK_2-CommonLow-2,,,malaria,,3074.0,Y
疟,11733,,yao4,,,瘧,,,HSK_2-CommonLow-2,,,see 瘧子|疟子[yao4 zi5],,3123.0,Y
盅,13086,,zhong1,,,,,,HSK_2-CommonLow-2,,,handleless cup/goblet,,3142.0,Y
盹,3248,,dun3,,,,,,HSK_2-CommonLow-2,,,doze/nap,,2998.0,Y
矾,3448,,fan2,,,礬,,,HSK_2-CommonLow-2,,,alum,,3006.0,Y
砂,9087,,sha1,,,,,,HSK_2-CommonLow-2,,,sand/gravel/granule/variant of 沙[sha1],,3097.0,Y
砚,11614,,yan4,,,硯,,,HSK_2-CommonLow-2,,,ink-stone,,3121.0,Y
祈,8281,,qi2,,,,,,HSK_2-CommonLow-2,,,to implore/to pray/to request,,3085.0,Y
秉,1833,,bing3,,,,,,HSK_2-CommonLow-2,,,to grasp/to hold/to maintain,,2989.0,Y
秕,1636,,bi3,,,,,,HSK_2-CommonLow-2,,,grain not fully grown/husks/withered grain/unripe grain,,2987.0,Y
籽,13384,,zi3,,,,,,HSK_2-CommonLow-2,,,seeds,,3149.0,Y
绅,9263,,shen1,,,紳,,,HSK_2-CommonLow-2,,,member of gentry,,3100.0,Y
绊,1477,,ban4,,,絆,,,HSK_2-CommonLow-2,,,to trip/to stumble/to hinder,,2984.0,Y
绎,11938,,yi4,,,繹,,,HSK_2-CommonLow-2,,,continuous/to interpret/to unravel/to draw silk (old),,3125.0,Y
肪,3487,,fang2,,,,,,HSK_2-CommonLow-2,,,animal fat,,3007.0,Y
肮,1345,,ang1,,,骯,,,HSK_2-CommonLow-2,,,dirty/filthy,,2983.0,Y
肴,11709,,yao2,,,,,,HSK_2-CommonLow-2,,,meat dishes/mixed viands,,3122.0,Y
胎,9825,,tai1,,,,,,HSK_2-CommonLow-2,,,fetus/classifier for litters (of puppies etc)/padding (in clothing or bedding)/womb carrying a fetus/(fig.) origin/source/(loanword) tire,,3105.0,Y
胚,7945,,pei1,,,,,,HSK_2-CommonLow-2,,,embryo,,3081.0,Y
胧,6815,,long2,,,朧,,,HSK_2-CommonLow-2,,,rising moon,,3051.0,Y
茬,2057,,cha2,,,,,,HSK_2-CommonLow-2,,,stubble land after crop has been taken/a second crop obtained by rotation of land/an opportunity,,2991.0,Y
茴,4763,,hui2,,,,,,HSK_2-CommonLow-2,,,(bound form) fennel,,3028.0,Y
茵,12001,,yin1,,,,,,HSK_2-CommonLow-2,,,mattress,,3126.0,Y
茸,263,,rong2,,,,,,HSK_2-CommonLow-2,,,(bound form) (of newly sprouted grass) soft and fine;  downy,,3093.0,Y
荆,5510,,jing1,,,荊,,,HSK_2-CommonLow-2,,,chaste tree or berry (Vitex agnus-castus)/alternative name for the Zhou Dynasty state of Chu 楚國|楚国[Chu3 guo2],,3036.0,Y
荔,6508,,li4,,,,,,HSK_2-CommonLow-2,,,litchi,,3045.0,Y
荚,5078,,jia2,,,莢,,,HSK_2-CommonLow-2,,,pod (botany),,3032.0,Y
荞,8507,,qiao2,,,荍,,,HSK_2-CommonLow-2,,,common mallow (Malva sinensis)/variant of 蕎|荞[qiao2],,3088.0,Y
荠,5025,,ji4,,,薺,,,HSK_2-CommonLow-2,,,see 薺菜|荠菜[ji4 cai4],,3030.0,Y
荠,8290,,qi2,,,薺,,,HSK_2-CommonLow-2,,,water chestnut,,3083.0,Y
荤,4813,,hun1,,,葷,,,HSK_2-CommonLow-2,,,"strong-smelling vegetable (garlic etc)/non-vegetarian food (meat, fish etc)/vulgar/obscene",,3029.0,Y
荧,12097,,ying2,,,熒,,,HSK_2-CommonLow-2,,,a glimmer/glimmering/twinkling/fluorescence/phosphorescence/perplexed/dazzled and confused/planet Mars (arch.),,3127.0,Y
虐,7804,,nu:e4,,,,,,HSK_2-CommonLow-2,,,oppressive/tyrannical,,3075.0,Y
虱,9336,,shi1,,,蝨,,,HSK_2-CommonLow-2,,,louse,,3101.0,Y
衍,11588,,yan3,,,,,,HSK_2-CommonLow-2,,,to spread out/to develop/to overflow/to amplify/superfluous,,3120.0,Y
衩,2062,,cha3,,,,,,HSK_2-CommonLow-2,,,open seam of a garment/shorts/panties,,2992.0,Y
衩,2071,,cha4,,,,,,HSK_2-CommonLow-2,,,slit on either side of robe,,2994.0,Y
觅,7320,,mi4,,,覓,,,HSK_2-CommonLow-2,,,(literary) to seek/to find,,3062.0,Y
诡,274,,gui3,,,詭,,,HSK_2-CommonLow-2,,,sly;  crafty/weird,,3018.0,Y
诫,5443,,jie4,,,誡,,,HSK_2-CommonLow-2,,,commandment/to prohibit,,3035.0,Y
账,12780,,zhang4,,,賬,,,HSK_2-CommonLow-2,,,"account/bill/debt/CL:本[ben3],筆|笔[bi3]",,3136.0,Y
贬,1737,,bian3,,,貶,,,HSK_2-CommonLow-2,,,to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate,,2988.0,Y
贮,13225,,zhu4,,,貯,,,HSK_2-CommonLow-2,,,to store/to save/stockpile/Taiwan pr. [zhu3],,3146.0,Y
贰,3404,,er4,,,貳,,,HSK_2-CommonLow-2,,,two (banker's anti-fraud numeral)/to betray,,3005.0,Y
轴,13127,,zhou2,,,軸,,,HSK_2-CommonLow-2,,,axis/axle/spool (for thread)/roller (for scrolls)/classifier for calligraphy rolls etc,,3143.0,Y
郁,214,,yu4,,,鬱,,,HSK_2-CommonLow-2,,,(bound form) (of vegetation) lush;  luxuriant/(bound form) melancholy;  (bound form) strongly fragrant,,3131.0,Y
钙,3804,,gai4,,,鈣,,,HSK_2-CommonLow-2,,,calcium (chemistry),,3010.0,Y
钝,3258,,dun4,,,鈍,,,HSK_2-CommonLow-2,,,blunt/stupid,,2999.0,Y
钠,7550,,na4,,,鈉,,,HSK_2-CommonLow-2,,,sodium (chemistry),,3067.0,Y
钦,8550,,qin1,,,欽,,,HSK_2-CommonLow-2,,,to respect/to admire/to venerate/by the emperor himself,,3091.0,Y
钧,5814,,jun1,,,鈞,,,HSK_2-CommonLow-2,,,30 catties/great/your (honorific),,3042.0,Y
钮,7767,,niu3,,,鈕,,,HSK_2-CommonLow-2,,,button,,3073.0,Y
闺,225,,gui1,,,閨,,,HSK_2-CommonLow-2,,,small arched door/boudoir;  lady's chamber/(fig.) women,,3017.0,Y
闽,767,,min3,,,閩,,,HSK_2-CommonLow-2,,,short name for Fujian province 福建[Fu2 jian4]/also pr. [Min2],,3064.0,Y
陋,6860,,lou4,,,,,,HSK_2-CommonLow-2,,,low/humble/plain/ugly/mean/vulgar,,3053.0,Y
陌,7486,,mo4,,,,,,HSK_2-CommonLow-2,,,raised path/street,,3065.0,Y
韭,5603,,jiu3,,,,,,HSK_2-CommonLow-2,,,leek,,3037.0,Y
飒,9007,,sa4,,,颯,,,HSK_2-CommonLow-2,,,sound of wind/valiant/melancholy,,3094.0,Y
饵,3393,,er3,,,餌,,,HSK_2-CommonLow-2,,,pastry/food/to swallow/to lure/bait/lure,,3004.0,Y
驹,5648,,ju1,,,駒,,,HSK_2-CommonLow-2,,,colt,,3039.0,Y
鸥,7838,,ou1,,,鷗,,,HSK_2-CommonLow-2,,,common gull,,3077.0,Y
乾,8398,,qian2,,,,,,HSK_2-CommonLow-3,,,"one of the Eight Trigrams 八卦[ba1 gua4], symbolizing heaven/male principle/☰/ancient Chinese compass point: 315° (northwest)",,3254.0,Y
俺,1330,,an3,,,,,,HSK_2-CommonLow-3,,,I (northern dialects),,3153.0,Y
倔,145,,jue4,,,,,,HSK_2-CommonLow-3,,,gruff;  surly,,3208.0,Y
倔,5756,,jue2,,,,,,HSK_2-CommonLow-3,,,used in 倔強|倔强[jue2 jiang4],,3207.0,Y
凄,8244,,qi1,,,淒,,,HSK_2-CommonLow-3,,,intense cold/frigid/dismal/grim/bleak/sad/mournful,,3250.0,Y
凌,6717,,ling2,,,,,,HSK_2-CommonLow-3,,,to approach/to rise high/thick ice/to insult or maltreat,,3224.0,Y
剔,9977,,ti1,,,,,,HSK_2-CommonLow-3,,,to scrape the meat from bones/to pick (teeth etc)/to weed out,,3277.0,Y
勘,5871,,kan1,,,,,,HSK_2-CommonLow-3,,,to investigate/to survey/to collate,,3211.0,Y
匾,1729,,bian3,,,,,,HSK_2-CommonLow-3,,,horizontal rectangular inscribed tablet hung over a door or on a wall/shallow round woven bamboo basket,,3162.0,Y
匾,8075,,pian2,,,楄,,,HSK_2-CommonLow-3,,,basket-couch in coffin,,3245.0,Y
匿,7662,,ni4,,,,,,HSK_2-CommonLow-3,,,to hide,,3236.0,Y
卿,8585,,qing1,,,,,,HSK_2-CommonLow-3,,,high ranking official (old)/term of endearment between spouses (old)/(from the Tang Dynasty onwards) term used by the emperor for his subjects (old)/honorific (old),,3258.0,Y
厢,10974,,xiang1,,,廂,,,HSK_2-CommonLow-3,,,box (in theater)/side room/side  to reduce/to idle away (the time)/(after 不[bu4] or 只[zhi3] or 何[he2] etc) to need  to require  to take,,3289.0,Y
哩,6434,,li3,,,,,,HSK_2-CommonLow-3,,,mile,,3219.0,Y
哮,11061,,xiao4,,,,,,HSK_2-CommonLow-3,,,pant/roar/bark (of animals)/Taiwan pr. [xiao1],,3291.0,Y
哺,1915,,bu1,,,餔,,,HSK_2-CommonLow-3,,,to eat/evening meal,,3165.0,Y
哺,1919,,bu3,,,,,,HSK_2-CommonLow-3,,,to feed,,3166.0,Y
哺,1941,,bu4,,,餔,,,HSK_2-CommonLow-3,,,see 餔子|哺子[bu4 zi5],,3167.0,Y
哼,4449,,heng1,,,,,,HSK_2-CommonLow-3,,,to groan/to snort/to hum/to croon/humph!,,3200.0,Y
唁,11599,,yan4,,,,,,HSK_2-CommonLow-3,,,to extend condolences,,3297.0,Y
唆,9769,,suo1,,,,,,HSK_2-CommonLow-3,,,to suck/to incite,,3273.0,Y
唠,6302,,lao2,,,嘮,,,HSK_2-CommonLow-3,,,to chatter,,3216.0,Y
唠,6320,,lao4,,,嘮,,,HSK_2-CommonLow-3,,,to gossip/to chat (dialect),,3217.0,Y
唧,4873,,ji1,,,,,,HSK_2-CommonLow-3,,,(onom.) to pump (water),,3204.0,Y
圃,8208,,pu3,,,,,,HSK_2-CommonLow-3,,,garden/orchard,,3249.0,Y
埂,3967,,geng3,,,,,,HSK_2-CommonLow-3,,,strip of high ground/low earth dyke separating fields,,3189.0,Y
埃,1282,,ai1,,,,,,HSK_2-CommonLow-3,,,dust/dirt/angstrom/phonetic ai or e,,3151.0,Y
埠,1927,,bu4,,,,,,HSK_2-CommonLow-3,,,wharf/port/pier,,3168.0,Y
奢,9214,,she1,,,,,,HSK_2-CommonLow-3,,,extravagant,,3264.0,Y
姚,11692,,yao2,,,,,,HSK_2-CommonLow-3,,,handsome/good-looking,,3299.0,Y
娜,7543,,na4,,,,,,HSK_2-CommonLow-3,,,(phonetic na)/used esp. in female names such as Anna 安娜[An1 na4] or Diana 黛安娜[Dai4 an1 na4],,3233.0,Y
娜,7812,,nuo2,,,,,,HSK_2-CommonLow-3,,,elegant/graceful,,3240.0,Y
娩,7338,,mian3,,,,,,HSK_2-CommonLow-3,,,to give birth to a child,,3231.0,Y
娩,10361,,wan3,,,,,,HSK_2-CommonLow-3,,,complaisant/agreeable,,3281.0,Y
娶,8727,,qu3,,,,,,HSK_2-CommonLow-3,,,to take a wife/to marry (a woman),,3259.0,Y
屎,9375,,shi3,,,,,,HSK_2-CommonLow-3,,,stool/feces/ear wax/nasal mucus,,3266.0,Y
屏,1826,,bing3,,,,,,HSK_2-CommonLow-3,,,to get rid of/to put aside/to reject/to keep control/to hold (one's breath),,3164.0,Y
屏,8136,,ping2,,,,,,HSK_2-CommonLow-3,,,(standing) screen,,3246.0,Y
峭,8527,,qiao4,,,陗,,,HSK_2-CommonLow-3,,,variant of 峭[qiao4];  high and steep/precipitous/severe or stern,,3255.0,Y
峻,5824,,jun4,,,,,,HSK_2-CommonLow-3,,,(of mountains) high/harsh or severe,,3209.0,Y
彬,6,,bin1,,,,,,HSK_2-CommonLow-3,,,urbane;  well-bred,,3163.0,Y
恕,9499,,shu4,,,,,,HSK_2-CommonLow-3,,,to forgive,,3268.0,Y
悍,4312,,han4,,,,,,HSK_2-CommonLow-3,,,heroic/intrepid/valiant/dauntless/fierce/ferocious/violent,,3198.0,Y
悯,59,,min3,,,憫,,,HSK_2-CommonLow-3,,,to sympathize;  to pity,,3232.0,Y
挚,13031,,zhi4,,,摯,,,HSK_2-CommonLow-3,,,sincere,,3320.0,Y
挫,2715,,cuo4,,,,,,HSK_2-CommonLow-3,,,obstructed/to fail/to oppress/to repress/to lower the tone/to bend back/to dampen,,3176.0,Y
捂,10639,,wu3,,,,,,HSK_2-CommonLow-3,,,"to enclose/to cover with the hand (one's eyes, nose or ears)/to cover up (an affair)/contrary/to contradict",,3288.0,Y
捅,10165,,tong3,,,,,,HSK_2-CommonLow-3,,,to stab/to poke/to prod/to nudge/to disclose,,3279.0,Y
捌,1394,,ba1,,,,,,HSK_2-CommonLow-3,,,eight (banker's anti-fraud numeral)/split,,3154.0,Y
捍,4315,,han4,,,,,,HSK_2-CommonLow-3,,,to ward off (a blow)/to withstand/to defend,,3199.0,Y
捣,2879,,dao3,,,搗,,,HSK_2-CommonLow-3,,,to pound/to beat/to hull/to attack/to disturb/to stir,,3179.0,Y
捶,2510,,chui2,,,,,,HSK_2-CommonLow-3,,,to beat with the fist/to hammer/to cudgel,,3173.0,Y
