zi,part
鰅,鱼
鰈,鱼
鰌,鱼
鰒,鱼
鰕,鱼
鰜,兼
鰜,鱼
鰝,高
鰝,鱼
鰥,鱼
鰨,鱼
鰩,鱼
鰫,鱼
鰱,鱼
鰸,鱼
鰻,鱼
鰼,鱼
鱄,鱼
鱅,鱼
鱏,鱼
鱒,鱼
鱓,鱼
鱖,鱼
鱗,鱼
鱢,鱼
鱣,鱼
鱧,鱼
鱨,鱼
鱮,鱼
鱳,鱼
鱺,鱼
鱼,一
鱼,刀
鱼,田
鲁,日
鲁,鱼
鲜,羊
鲜,鱼
鲤,里
鲤,鱼
鲫,即
鲫,鱼
鲸,鱼
鳄,鱼
鳍,鱼
鳖,鱼
鳞,鱼
鳠,鱼
鳧,鸟
鳩,九
鳩,鸟
鳳,几
鳳,鸟
鳴,口
鳴,鸟
鳽,开
鳽,隹
鳽,鸟
鴂,鸟
鴆,鸟
鴇,鸟
鴗,立
鴗,鸟
鴚,可
鴚,鸟
鴛,鸟
鴜,鸟
鴝,句
鴝,鸟
鴞,鸟
鴠,旦
鴠,鸟
鴡,且
鴡,鸟
鴣,古
鴣,鸟
鴥,穴
鴥,鸟
鴦,央
鴦,鸟
鴨,甲
鴨,鸟
鴰,鸟
鴲,鸟
鴳,鸟
鴺,鸟
鴻,鸟
鴿,合
鴿,鸟
鵃,舟
鵃,鸟
鵅,各
鵅,鸟
鵒,谷
鵒,鸟
鵔,鸟
鵠,鸟
鵻,隹
鵻,鸟
鵽,鸟
鶃,鸟
鶌,鸟
鶠,鸟
鶡,鸟
鶤,鸟
鶨,鸟
鶩,鸟
鶪,鸟
鶬,鸟
鶴,鸟
鶻,骨
鶻,鸟
鶾,鸟
鷀,鸟
鷂,鸟
鷇,士
鷇,殳
鷇,鸟
鷈,鸟
鷐,鸟
鷓,鸟
鷖,鸟
鷙,鸟
鷞,鸟
鷟,鸟
鷢,鸟
鷩,鸟
鷫,鸟
鷮,鸟
鷯,鸟
鷳,鸟
鷸,鸟
鷺,鸟
鷻,鸟
鸃,鸟
鸇,鸟
鸑,鸟
鸔,鸟
鸚,鸟
鸛,鸟
鸞,纟
鸞,言
鸞,鸟
鸠,九
鸠,鸟
鸡,又
鸡,鸟
鸣,口
鸣,鸟
鸥,区
鸥,鸟
鸦,牙
鸦,鸟
鸭,甲
鸭,鸟
鸯,央
鸯,鸟
鸳,鸟
鸵,它
鸵,鸟
鸽,合
鸽,鸟
鸿,工
鸿,氵
鸿,鸟
鹃,肙
鹃,鸟
鹅,鸟
鹉,鸟
鹊,鸟
鹏,鸟
鹤,鸟
鹰,广
鹰,鸟
鹹,咸
麀,匕
麀,鹿
麈,鹿
麉,干
麉,鹿
麋,米
麋,鹿
麎,辰
麎,鹿
麐,鹿
麑,鹿
麒,其
麒,鹿
麓,鹿
麔,鹿
麗,鹿
麙,咸
麙,鹿
麚,鹿
麛,鹿
麞,鹿
麟,鹿
麠,畺
麠,鹿
麢,鹿
麦,丰
麧,气
麩,夫
麮,去
麸,夫
麸,麦
麻,广
麽,幺
麽,麻
黀,麻
黃,田
黄,共
黄,由
黇,占
黍,人
黍,水
黍,禾
黎,人
黎,水
黎,禾
黏,占
黏,黍
黔,今
黔,黑
黕,黑
黗,屯
黗,黑
默,犬
默,黑
黚,甘
黚,黑
黜,出
黜,黑
黝,黑
點,占
點,黑
黟,黑
黠,吉
黠,黑
黤,黑
黥,黑
黨,尚
黨,黑
黭,黑
黮,黑
黯,音
黯,黑
黱,丷
黱,夫
黱,月
黱,黑
黲,黑
黳,黑
黵,黑
黶,黑
黷,黑
黸,黑
黺,黹
黻,黹
黼,甫
黼,黹
黾,口
黾,电
黿,元
鼂,旦
鼎,爿
鼎,片
鼎,目
鼏,冂
鼏,鼎
鼐,乃
鼐,鼎
鼒,才
鼒,鼎
鼓,十
鼓,支
鼓,豆
鼘,鼓
鼙,鼓
鼛,鼓
鼞,鼓
鼠,臼
鼢,分
鼢,鼠
鼨,冬
鼨,鼠
鼩,句
鼩,鼠
鼫,石
鼫,鼠
鼬,由
鼬,鼠
鼲,鼠
鼶,鼠
鼷,鼠
鼸,兼
鼸,鼠
鼻,廾
鼻,田
鼻,自
鼽,九
鼽,鼻
鼾,干
鼾,鼻
齂,隶
齂,鼻
齅,鼻
齌,火
齍,皿
齐,文
齔,七
齔,齿
齕,气
齕,齿
齗,斤
齗,齿
齘,介
齘,齿
齛,齿
齝,台
齝,齿
齞,只
齞,齿
齡,令
齡,齿
齤,齿
齦,齿
齧,齿
齨,臼
齨,齿
齩,交
齩,齿
齬,齿
齭,齿
齮,齿
齯,齿
齰,齿
齱,齿
齳,齿
齵,齿
齸,齿
齺,齿
齾,齿
齿,人
齿,凵
齿,止
龄,令
龄,齿
龏,廾
龐,广
龔,共
龕,合
龙,丿
龙,尤
龟,电
龢,禾
龢,龠
龤,龠
𠅣,亢
𠆎,交
𠈈,人
𠈈,囟
𠊩,人
𠊬,人
𠊱,人
𠊾,人
𠋺,人
𠌶,亏
𠏮,人
𠐿,人
𠔯,八
𠘱,彡
𠛎,刀
𠛎,句
𠛰,刀
𠛰,刂
𠜾,刀
𠟃,刀
𠟟,刀
𠢕,力
𠢤,力
𠣊,力
𠣊,非
𠣘,勹
𠣘,舟
𠣾,勹
𠣿,勹
𠤏,匕
𠤏,十
𠤼,匚
𠥐,匚
𠦫,十
𠧙,卜
𠧩,卜
𠧴,乃
𠨐,匕
𠨒,比
𠨘,必
𠨲,之
𠨲,厂
𠩗,厂
𠩘,厂
𠩫,厂
𠩺,厂
𠩺,攵
𠩺,未
𠪙,厂
𠪚,厂
𠪮,厂
𠬝,又
𠬞,又
𠬪,又
𠬪,爪
𠭖,古
𠭘,井
𠭙,又
𠭯,又
𠭰,厂
𠭰,又
𠭰,攵
𠭰,未
𠮱,亏
𠮱,口
𠲱,各
𠳋,阝
𠴫,口
𠶷,中
𠶷,口
𠶷,立
𠶷,讠
𠷏,丸
𠷓,只
𠻜,口
𠿡,口
𡂒,口
𡂢,口
𡊄,土
𡌦,土
𡌦,非
𡌪,圣
𡍦,土
𡍫,土
𡏲,土
𡑢,土
𡔢,吉
𡕗,夂
𡕥,攵
𡕥,目
𡕮,去
𡖶,夕
𡗥,大
𡗥,屯
𡗦,介
𡗦,大
𡗷,大
𡗷,瓜
𡗼,大
𡘍,大
𡚮,久
𡚮,女
𡚽,丑
𡚽,女
𡚾,女
𡚾,殳
𡛟,女
𡜂,女
𡜝,女
𡝩,女
𡝫,女
𡞜,女
𡞞,女
𡟰,女
𡠗,女
𡠜,女
𡡓,女
𡡗,女
𡢎,女
𡢎,生
𡢕,女
𡢖,女
𡥈,子
𡥈,爻
𡧍,宀
𡧖,宀
𡧮,宀
𡧯,宀
𡨂,宀
𡩡,宀
𡪐,宀
𡫛,宀
𡫬,宀
𡫳,廾
𡭴,小
𡭴,日
𡯣,艮
𡰖,爪
𡰢,爪
𡴆,六
𡴆,屮
𡴎,屮
𡴘,屰
𡴞,屮
𡴹,山
𡷨,坙
𡷨,山
𡸤,山
𡹔,山
𡺲,山
𡼊,山
𡼐,山
𡽃,山
𡽕,山
𡾦,山
𡿋,山
𡿯,川
𡿯,曰
𡿿,川
𡿿,或
𢀜,工
𢁥,分
𢁥,巾
𢂷,合
𢃭,巾
𢃴,巾
𢄐,巾
𢄢,巾
𢅡,巾
𢅯,巾
𢅼,巾
𢇷,广
𢉥,广
𢊕,广
𢊺,广
𢌛,廴
𢌛,正
𢌨,目
𢌻,廾
𢍉,廾
𢍏,廾
𢍏,釆
𢍰,廾
𢍱,囟
𢏗,弓
𢑆,弓
𢑈,弓
𢒫,又
𢒫,寸
𢓈,彳
𢓡,彳
𢓱,夆
𢓱,彳
𢓴,夊
𢓴,日
𢔟,彳
𢕬,彳
𢖊,彳
𢖫,刀
𢖫,心
𢖳,于
𢖳,心
𢖽,之
𢖽,心
𢗊,介
𢗊,心
𢘁,心
𢘋,心
𢘽,心
𢙼,坙
𢙼,心
𢛃,心
𢛆,心
𢜭,心
𢜮,心
𢜳,心
𢝆,心
𢝊,心
𢟡,心
𢟤,心
𢟽,心
𢠰,心
𢠽,心
𢡃,心
𢡈,心
𢢞,心
𢤂,心
𢤧,心
𢥘,心
𢦔,戈
𢦔,才
𢦚,戈
𢦟,今
𢦟,戈
𢦦,戈
𢦦,甲
𢧀,戈
𢧄,戈
𢧜,十
𢧜,口
𢧜,大
𢧜,戈
𢧜,王
𢧵,戈
𢪇,手
𢪇,爿
𢪈,手
𢫦,手
𢬴,手
𢯱,手
𢯲,手
𢱧,手
𢴧,手
𢶡,手
𢹎,手
𢹏,手
𢹬,手
𢺵,匕
𢺵,支
𢻱,也
𢻱,攵
𢻲,攵
𢼟,攵
𢼸,人
𢼸,山
𢼸,攴
𢼸,攵
𢽎,攵
𢽴,攵
𢾅,攵
𢾝,攵
𢾫,攵
𢾭,攵
𢿱,肉
𢿲,攵
𢿳,攵
𣀆,攵
𣀆,羊
𣀔,攵
𣀘,攵
𣀷,攵
𣁟,文
𣂀,斗
𣂆,六
𣂆,冖
𣂆,斗
𣂆,方
𣂞,斤
𣂞,良
𣃔,斤
𣃘,丨
𣃚,亢
𣃚,方
𣆑,曰
𣉘,日
𣊓,日
𣋌,日
𣍃,柬
𣍃,申
𣏗,木
𣐊,木
𣒃,木
𣓀,木
𣓀,辛
𣓌,木
𣓗,木
𣔱,木
𣔺,木
𣔾,木
𣕋,木
𣖼,木
𣗸,木
𣙿,木
𣚍,木
𣚎,木
𣛹,木
𣛺,木
𣝋,木
𣟄,木
𣟌,木
𣟳,木
𣠞,木
𣡌,木
𣢆,欠
𣢆,气
𣢑,之
𣢑,欠
𣢜,欠
𣢰,欠
𣣲,欠
𣣸,欠
𣤢,欠
𣤭,咸
𣤭,欠
𣤭,糸
𣤶,欠
𣤹,欠
𣤿,欠
𣥹,止
𣥺,尚
𣥺,止
𣦢,止
𣦼,又
𣧻,歹
𣧻,肉
𣨙,歹
𣨛,歹
𣪌,殳
𣪌,豆
𣪯,殳
𣫐,殳
𣯍,毛
𣯩,毛
𣳦,囟
𣳦,水
𣵽,水
𣸈,水
𣹢,水
𣹤,水
𣻐,水
𣽍,水
𣿊,攵
𣿒,水
𣿴,水
𤀤,水
𤁰,水
𤂆,水
𤃬,水
𤃭,水
𤃭,氵
𤃭,罒
𤃴,水
𤃷,水
𤄫,水
𤅤,水
𤅩,水
𤇯,火
𤇯,衣
𤈥,火
𤈦,火
𤊾,火
𤌍,火
𤍕,木
𤍕,火
𤍕,酉
𤎯,火
𤐸,火
𤒅,火
𤒓,火
𤓒,火
𤓪,火
𤓿,己
𤔱,曲
𤕟,爻
𤕟,疋
𤗚,片
𤗚,畐
𤘌,牙
𤘐,牙
𤘡,今
𤘡,牜
𤘸,牜
𤘾,平
𤘾,牜
𤙛,牜
𤛟,牜
𤛿,牜
𤜂,牜
𤜵,犭
𤞛,犭
𤞞,犭
𤞞,谷
𤟍,易
𤟍,犭
𤟟,犭
𤟟,音
𤟤,犭
𤣔,犭
𤣻,玉
𤤺,玉
𤥗,玉
𤦃,玉
𤧩,玉
𤨙,玉
𤩭,玉
𤩯,玉
𤪌,玉
𤪍,玉
𤪎,玉
𤫉,玉
𤫕,玉
𤬯,今
𤬯,瓦
𤭢,瓦
𤯌,甘
𤯌,麻
𤯷,生
𤲑,宁
𤲬,田
𤳊,并
𤴘,入
𤴘,又
𤴘,止
𤴨,又
𤴨,疒
𤴿,疒
𤷇,或
𤷇,疒
𤸃,疒
𤸬,疒
𤸱,疒
𤹝,疒
𤺄,疒
𤺉,疒
𤺊,疒
𤻲,疒
𤼒,疒
𤼤,疒
𤾕,白
𥁑,必
𥁑,皿
𥁰,血
𥄕,目
𥄱,目
𥇖,目
𥇖,非
𥇛,大
𥇜,目
𥈆,目
𥈟,目
𥈼,目
𥉈,目
𥉻,目
𥌈,目
𥌊,目
𥌗,目
𥌡,目
𥌭,目
𥍫,矛
𥍫,良
𥎆,矛
𥏫,矢
𥏼,亏
𥗁,石
𥚩,礻
𥛱,示
𥛽,礻
𥝖,气
𥝖,禾
𥞥,禾
𥠄,禾
𥡃,禾
𥢶,禾
𥣫,禾
𥣱,禾
𥥊,皿
𥥊,穴
𥥍,火
𥥻,穴
𥨍,穴
𥩓,穴
𥩓,米
𥪋,立
𥫱,屯
𥫱,竹
𥬲,竹
𥮒,竹
𥮚,竹
𥯕,竹
𥰨,竹
𥲅,心
𥳓,竹
𥴧,竹
𥴨,竹
𥴫,竹
𥵸,竹
𥷚,人
𥷚,竹
𥷚,言
𥷚,讠
𥸅,竹
𥸤,页
𥹆,尼
𥹆,米
𥻆,米
𥻦,米
𥼓,米
𥼚,米
𥼶,米
𥽘,米
𥿄,纟
𥿩,糸
𥿩,纟
𥿪,纟
𥿮,式
𥿮,纟
𥿯,纟
𦂄,纟
𦂐,纟
𦃇,纟
𦃖,纟
𦄑,纟
𦄿,纟
𦄿,黑
𦅗,纟
𦅨,纟
𦅾,纟
𦇎,纟
𦇧,纟
𦈸,或
𦈸,缶
𦉈,缶
𦉢,缶
𦉥,缶
𦊍,网
𦊍,罒
𦊾,罒
𦌔,罒
𦌬,罒
𦌭,中
𦌭,罒
𦍧,羊
𦎣,羊
𦎦,羊
𦎫,羊
𦎷,羊
𦎸,羊
𦏺,工
𦏺,羽
𦐇,日
𦐇,羽
𦐉,之
𦐉,羽
𦐛,句
𦐛,羽
𦐧,羽
𦑚,羽
𦑜,羽
𦑜,革
𦓯,耒
𦔐,耒
𦕒,占
𦕒,耳
𦗕,耳
𦗕,麻
𦘍,耳
𦘔,彡
𦘔,聿
𦚙,肉
𦚧,肉
𦛆,肉
𦜟,肉
𦝨,肉
𦝭,肉
𦞦,肉
𦟁,亡
𦠄,肉
𦣏,肉
𦤘,自
𦤙,出
𦥭,屰
𦥭,臼
𦧡,舌
𦧥,舌
𦨉,刂
𦨉,舟
𦩻,舟
𦬕,中
𦬸,术
𦺇,水
𦽡,老
𧆦,气
𧇄,虍
𧇿,且
𧈪,屮
𧈪,虫
𧉄,虫
𧊜,屰
𧊜,虫
𧊧,合
𧊧,虫
𧍓,虫
𧍕,虫
𧍖,虫
𧍘,虫
𧍸,夂
𧎥,虫
𧎾,虫
𧑎,虫
𧑐,虫
𧒘,虫
𧒾,虫
𧓉,虫
𧕅,虫
𧕿,非
𧖴,血
𧖺,血
𧗁,血
𧗎,血
𧗓,血
𧗳,行
𧗳,言
𧗸,行
𧗿,行
𧘂,行
𧘝,毛
𧘝,衣
𧘽,衣
𧚨,衣
𧛔,衣
𧛽,衣
𧜣,衣
𧝐,衣
𧝑,衣
𧝵,衣
𧝹,衣
𧞐,衣
𧢢,龠
𧢼,爿
𧢼,角
𧤕,角
𧤖,畏
𧤖,角
𧤗,角
𧤼,角
𧥑,角
𧥣,口
𧥣,讠
𧦝,乎
𧦝,讠
𧧁,言
𧧁,讠
𧧒,讠
𧧛,讠
𧧰,臣
𧧰,讠
𧧹,亻
𧧹,只
𧧹,言
𧧹,讠
𧧻,讠
𧧼,讠
𧩮,讠
𧪘,讠
𧫢,讠
𧬨,言
𧬨,讠
𧬮,言
𧬮,讠
𧭭,言
𧭭,讠
𧭹,言
𧭹,讠
𧮑,讠
𧮓,讠
𧮓,隹
𧮓,鬼
𧮯,谷
𧯆,谷
𧯡,豆
𧯦,豆
𧰲,彑
𧰲,豕
𧰵,殳
𧴄,豸
𧶊,云
𧷎,土
𧹳,赤
𧺼,走
𧻕,走
𧻚,走
𧻲,走
𧻲,里
𧻹,走
𧼏,走
𧼐,走
𧼒,走
𧼗,走
𧼨,走
𧼪,走
𧽋,走
𧽍,走
𧽐,走
𧽒,走
𧽤,走
𧽯,走
𧽸,走
𧽻,走
𧾍,走
𧾎,走
𧾚,走
𧾝,走
𧾣,走
𧾨,走
𧾫,走
𧾯,走
𧾰,走
𧾱,走
𧾵,走
𧿳,足
𨃖,足
𨃚,足
𨄚,足
𨋚,车
𨋬,车
𨎌,车
𨏉,车
𨏵,车
𨐨,井
𨑒,土
𨑒,辶
𨑩,辶
𨑭,止
𨑭,辶
𨒅,只
𨒅,辶
𨒋,辶
𨒌,正
𨒌,辶
𨓯,辶
𨓲,辶
𨔣,辶
𨔥,辶
𨖏,辶
𨖹,辶
𨘇,辶
𨘢,辶
𨘷,辶
𨙔,辶
𨙫,口
𨙫,阝
𨙶,阝
𨙷,井
𨙷,阝
𨙸,支
𨙸,阝
𨙹,少
𨙹,阝
𨙺,丑
𨙺,阝
𨙻,阝
𨚔,包
𨚔,阝
𨚙,阝
𨚴,阝
𨚵,阝
𨛋,里
𨛋,阝
𨛍,阝
𨛜,阝
𨛫,阝
𨛬,阝
𨛬,非
𨛭,阝
𨛲,阝
𨜂,尚
𨜂,阝
𨜒,阝
𨜛,阝
𨜫,阝
𨜴,阝
𨜷,阝
𨜻,阝
𨝋,阝
𨝌,阝
𨝘,阝
𨝫,阝
𨝭,阝
𨝸,阝
𨞛,阝
𨞠,共
𨞪,阝
𨞻,阝
𨞼,阝
𨟄,阝
𨟏,阝
𨟐,阝
𨟙,阝
𨟚,阝
𨟦,阝
𨟴,酉
𨠒,酉
𨡓,肉
𨡓,酉
𨡭,酉
𨢊,酉
𨢌,酉
𨢌,鬲
𨢡,酉
𨣨,酉
𨥦,钅
𨦕,钅
𨩀,钅
𨪉,钅
𨫔,钅
𨬍,钅
𨭖,钅
𨰠,钅
𨷲,龠
𨹟,阝
𨹵,阝
𨹸,土
𨹸,阝
𨺟,阝
𨻌,阝
𨻤,女
𨻺,阝
𨼇,生
𨼊,阝
𨼬,阝
𨽍,阝
𨽥,马
𨽵,火
𨽸,隶
𨽿,隶
𨾊,工
𨾊,隹
𨾔,方
𨾔,隹
𨾦,隹
𨾯,隹
𨿠,隹
𨿡,隹
𩀼,隹
𩁌,隹
𩁟,隹
𩂢,雨
𩂣,各
𩂣,雨
𩃔,雨
𩃬,今
𩃵,雨
𩄙,雨
𩄚,雨
𩄡,兼
𩄡,雨
𩅀,雨
𩅉,雨
𩅸,雨
𩅼,雨
𩆑,雨
𩆜,玉
𩆵,雨
𩇕,彡
𩇕,青
𩉺,它
𩉺,革
𩊚,各
𩊚,革
𩊝,革
𩊪,豆
𩊪,革
𩋁,革
𩋊,革
𩋠,面
𩋠,革
𩌏,革
𩌑,革
𩌦,革
𩎍,革
𩎑,革
𩐌,韭
𩑒,页
𩑔,气
𩑔,页
𩑢,不
𩑢,页
𩑣,尤
𩑣,页
𩒳,页
𩓓,页
𩓞,页
𩓣,彡
𩓣,立
𩓣,页
𩓥,页
𩓸,页
𩓽,页
𩔀,页
𩔃,页
𩔞,页
𩕀,页
𩕊,页
𩕺,页
𩕾,页
𩖊,页
𩚖,丑
𩚖,饣
𩚬,饣
𩛥,才
𩛥,食
𩛥,饣
𩛿,易
𩛿,饣
𩜁,饣
𩜈,饣
𩝍,饣
𩞑,饣
𩞧,饣
𩞷,饣
𩟴,饣
𩟷,食
𩟷,饣
𩡩,八
𩡩,马
𩡺,介
𩡺,马
𩢑,马
𩢛,马
𩢮,马
𩢯,马
𩢲,马
𩢾,马
𩣘,马
𩤠,马
𩥃,马
𩥅,马
𩦂,马
𩧀,马
𩪗,骨
𩪦,骨
𩫚,高
𩬙,髟
𩭾,髟
𩮗,髟
𩮜,刀
𩮜,易
𩮜,髟
𩯨,髟
𩯰,髟
𩰎,戈
𩰎,鬥
𩰞,鬥
𩰟,鬥
𩰢,鬯
𩰤,鬯
𩰫,鬲
𩰱,羊
𩰱,鬲
𩰾,鬲
𩱍,古
𩱓,耳
𩱘,鬲
𩱚,孛
𩱴,鬲
𩲏,鬼
𩴪,鬼
𩴱,鬼
𩵏,匕
𩵏,鱼
𩶁,丙
𩶁,鱼
𩶡,鱼
𩷏,坙
𩷏,鱼
𩷑,鱼
𩷹,鱼
𩸄,鱼
𩹾,鱼
𩺀,鱼
𩻛,鱼
𩻜,鱼
𩼪,水
𩽩,鱼
𩽵,鱼
𩽺,夫
𩽺,鱼
𩿈,分
𩿈,鸟
𩿢,鸟
𪀐,鸟
𪀖,鸟
𪀝,屰
𪀝,鸟
𪀦,式
𪀦,鸟
𪁉,交
𪁉,鸟
𪁾,鸟
𪂆,鸟
𪂚,鸟
𪂴,青
𪂴,鸟
𪃈,鸟
𪃐,鸟
𪄭,鸟
𪄼,鸟
𪅀,鸟
𪅟,鸟
𪅡,鸟
𪅳,鸟
𪆄,鸟
𪆖,鸟
𪆩,鸟
𪆫,鸟
𪇊,鸟
𪇬,鸟
𪇲,鸟
𪇷,鸟
𪈁,鸟
𪈅,鸟
𪈒,鸟
𪊧,鹿
𪊨,鹿
𪋐,鹿
𪋝,鹿
𪋧,鹿
𪋮,鹿
𪋻,土
𪎨,麻
𪎭,麻
𪎭,黍
𪎮,手
𪏻,古
𪏻,黍
𪐄,黍
𪑙,金
𪑙,黑
𪑝,或
𪑝,黑
𪑲,黑
𪒀,黑
𪒠,黑
𪒹,黑
𪓐,黹
𪔕,缶
𪔕,鼓
𪔪,鼓
𪔳,鼓
𪕊,鼠
𪕎,鼠
𪕮,鼠
𪕶,鼠
𪖇,鼠
𪗇,肉
𪗉,禾
𪗋,衣
𪗙,干
𪗙,齿
𪗨,出
𪗨,齿
𪗻,至
𪗻,齿
𪗽,齿
𪗾,吉
𪗾,齿
𪗿,齿
𪘓,齿
𪘧,齿
𪙉,齿
𪙊,兼
𪙊,齿
𪙑,齿
𪚁,齿
