zi,desc,pinyin,nstrokes,alias,is_radical,is_zi,is_traditional,desc_en,is_active
働,,xx5,,働,0,1,0,(Japanese kokuji) labor; work,1
匁,,xx5,,匁,0,1,0,(Japanese kokuji) momme (Japanese unit of weight equal to 3.75 grams),1
卪,,xx5,,卪,0,1,0,"one of the characters used in kwukyel, an ancient Korean writing system",1
厼,,xx5,,厼,0,1,0,"one of the characters used in kwukyel (phonetic ""keum""), an ancient Korean writing system",1
壭,,xx5,,壭,0,1,0,"one of the characters used in kwukyel (phonetic ""san""), an ancient Korean writing system",1
峠,,xx5,,峠,0,1,0,(Japanese kokuji) mountain pass/(fig.) crisis point/pr. tōge,1
朩,,xx5,,朩,0,1,0,"one of the characters used in kwukyel (phonetic ""pin""), an ancient Korean writing system",1
朰,,xx5,,朰,0,1,0,"one of the characters used in kwukyel (phonetic ""teul""), an ancient Korean writing system",1
瓧,,xx5,,瓧,0,1,0,decawatt (old)/pr. [shi2 wa3]/single-character equivalent of 十瓦[shi2 wa3],1
畓,,xx5,,畓,0,1,0,phonetic dap or dābo/rice paddy (Korean gugja),1
罖,,xx5,,罖,0,1,0,"one of the characters used in kwukyel (phonetic ""ra""), an ancient Korean writing system",1
込,,xx5,,込,0,1,0,(Japanese kokuji) to be crowded; to go into,1
鎹,,xx5,,鎹,0,1,0,(Japanese kokuji) large staple driven into two pieces of wood to hold them together/pr. kasugai,1
龶,,xx5,,龶,0,1,0,"component in Chinese characters, occurring in 青, 毒, 素 etc, referred to as 青字頭|青字头[qing1 zi4 tou2]",1
丫,,ya1,,丫,0,1,0,fork/branch/bifurcation/girl,1
哑,,ya1,,啞,0,1,0,(onom.) sound of cawing/sound of infant learning to talk/variant of 呀[ya1],1
圧,,ya1,,圧,0,1,0,Japanese variant of 壓|压[ya1],1
垭,,ya1,,埡,0,1,0,(dialect) strip of land between hills/used in place names/also pr. [ya4],1
压,,ya1,,壓,0,1,0,to press/to push down/to keep under (control)/pressure,1
押,,ya1,,押,0,1,0,to mortgage/to pawn/to detain in custody/to escort and protect/(literary) to sign,1
桠,,ya1,,椏,0,1,0,forking branch,1
煆,,ya1,,煆,0,1,0,raging fire,1
鸦,,ya1,,鴉,0,1,0,crow,1
鸭,,ya1,,鴨,0,1,0,duck (CL:隻|只[zhi1])/(slang) male prostitute,1
鸦,,ya1,,鵶,0,1,0,variant of 鴉|鸦[ya1],1
伢,,ya2,,伢,0,1,0,(dialect) child,1
厓,,ya2,,厓,0,1,0,old form of 崖 (cliff) and 涯 (bank),1
堐,,ya2,,堐,0,1,0,(used in place names)/Taiwan pr. [ai2],1
岈,,ya2,,岈,0,1,0,see 嵖岈山[Cha2 ya2 Shan1],1
崖,,ya2,,崖,0,1,0,precipice/cliff/Taiwan pr. [yai2],1
枒,,ya2,,枒,0,1,0,the coconut tree/rim,1
涯,,ya2,,涯,0,1,0,border/horizon/shore,1
漄,,ya2,,漄,0,1,0,old variant of 涯[ya2],1
牙,,ya2,,牙,0,1,0,tooth/ivory/CL:顆|颗[ke1],1
玡,,ya2,,玡,0,1,0,variant of 琊[ya2],1
琊,,ya2,,琊,0,1,0,"used in place names, notably 瑯琊山|琅琊山[Lang2 ya2 Shan1]/Taiwan pr. [ye2]",1
睚,,ya2,,睚,0,1,0,corner of the eye/to stare,1
芽,,ya2,,芽,0,1,0,bud/sprout,1
蚜,,ya2,,蚜,0,1,0,aphis,1
衙,,ya2,,衙,0,1,0,office/yamen 衙門|衙门,1
哑,,ya3,,啞,0,1,0,"mute; dumb; incapable of speech/(of a voice) hoarse; husky/(of a bullet, bomb etc) dud",1
疋,,ya3,,疋,0,1,0,variant of 雅[ya3],1
痖,,ya3,,瘂,0,1,0,"mute, incapable of speech/same as 啞|哑[ya3]",1
雅,,ya3,,雅,0,1,0,elegant,1
乚,,ya4,,乚,0,1,0,component in Chinese characters/archaic variant of 毫[hao2]/archaic variant of 乙[yi3],1
亜,,ya4,,亜,0,1,0,Japanese variant of 亞|亚,1
亚,,ya4,,亞,0,1,0,second/next to/inferior/sub-/Taiwan pr. [ya3],1
压,,ya4,,壓,0,1,0,used in 壓根兒|压根儿[ya4 gen1 r5] and 壓馬路|压马路[ya4 ma3 lu4] and 壓板|压板[ya4 ban3],1
娅,,ya4,,婭,0,1,0,address term between sons-in-law,1
挜,,ya4,,掗,0,1,0,attach/brandish/hold,1
揠,,ya4,,揠,0,1,0,to eradicate/to pull up,1
氩,,ya4,,氬,0,1,0,argon (chemistry),1
砑,,ya4,,砑,0,1,0,to calender,1
襾,,ya4,,襾,0,1,0,cover/radical no 146,1
讶,,ya4,,訝,0,1,0,astounded,1
轧,,ya4,,軋,0,1,0,to crush/to knock sb down with a vehicle,1
迓,,ya4,,迓,0,1,0,to receive (as a guest),1
铔,,ya4,,錏,0,1,0,ammonium (old),1
齾,,ya4,,齾,0,1,0,dented/chipped/gap-toothed/toothless,1
呀,,ya5,,呀,0,1,0,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",1
咽,,yan1,,咽,0,1,0,throat; pharynx/narrow pass,1
啱,,yan1,,啱,0,1,0,correct/suitable/to suit sb/just now (Cantonese),1
奄,,yan1,,奄,0,1,0,variant of 閹|阉[yan1]/to castrate/variant of 淹[yan1]/to delay,1
嫣,,yan1,,嫣,0,1,0,lovely/sweet,1
崦,,yan1,,崦,0,1,0,name of a mountain in Gansu,1
嶖,,yan1,,嶖,0,1,0,old variant of 崦[yan1],1
恹,,yan1,,懨,0,1,0,used in 懨懨|恹恹[yan1 yan1],1
殷,,yan1,,殷,0,1,0,dark red,1
洇,,yan1,,洇,0,1,0,variant of 湮[yan1],1
淊,,yan1,,淊,0,1,0,variant of 淹[yan1]/to flood,1
淹,,yan1,,淹,0,1,0,to flood/to submerge/to drown/to irritate the skin (of liquids)/to delay,1
湮,,yan1,,湮,0,1,0,to inundate/to bury/to cover up/obscured/submerged,1
焉,,yan1,,焉,0,1,0,where/how,1
烟,,yan1,,煙,0,1,0,cigarette or pipe tobacco/CL:根[gen1]/smoke/mist/vapour/CL:縷|缕[lu:3]/tobacco plant/(of the eyes) to be irritated by smoke,1
珚,,yan1,,珚,0,1,0,a kind of jade,1
篶,,yan1,,篶,0,1,0,black bamboo,1
胭,,yan1,,胭,0,1,0,rouge,1
腌,,yan1,,腌,0,1,0,variant of 醃|腌[yan1],1
胭,,yan1,,臙,0,1,0,variant of 胭[yan1],1
菸,,yan1,,菸,0,1,0,variant of 煙|烟[yan1]/cigarette/tobacco/smoke,1
腌,,yan1,,醃,0,1,0,to salt/to pickle/to cure (meat)/to marinate,1
阉,,yan1,,閹,0,1,0,to castrate/a castrate/neuter,1
阏,,yan1,,閼,0,1,0,see 閼氏|阏氏[yan1 zhi1],1
㳂,,yan2,,㳂,0,1,0,variant of 沿[yan2],1
厳,,yan2,,厳,0,1,0,Japanese variant of 嚴|严,1
严,,yan2,,嚴,0,1,0,tight (closely sealed)/stern/strict/rigorous/severe/father,1
埏,,yan2,,埏,0,1,0,boundary,1
塩,,yan2,,塩,0,1,0,Japanese variant of 鹽|盐,1
妍,,yan2,,妍,0,1,0,beautiful,1
姸,,yan2,,姸,0,1,0,variant of 妍/beautiful,1
岩,,yan2,,岩,0,1,0,cliff/rock,1
岩,,yan2,,嵒,0,1,0,variant of 巖|岩[yan2],1
嵓,,yan2,,嵓,0,1,0,variant of 岩[yan2]/variant of 嚴|严[yan2],1
巌,,yan2,,巌,0,1,0,Japanese variant of 巖|岩[yan2],1
岩,,yan2,,巖,0,1,0,variant of 岩[yan2],1
岩,,yan2,,巗,0,1,0,variant of 巖|岩[yan2],1
延,,yan2,,延,0,1,0,to prolong/to extend/to delay,1
揅,,yan2,,揅,0,1,0,grind fine/study/research,1
檐,,yan2,,檐,0,1,0,eaves/ledge or brim,1
沿,,yan2,,沿,0,1,0,"along/to follow (a line, tradition etc)/to carry on/to trim (a border with braid, tape etc)/border/edge",1
炎,,yan2,,炎,0,1,0,flame/inflammation/-itis,1
炏,,yan2,,炏,0,1,0,old variant of 炎[yan2],1
研,,yan2,,研,0,1,0,to grind/study/research,1
硏,,yan2,,硏,0,1,0,variant of 研[yan2],1
碞,,yan2,,碞,0,1,0,cliff,1
筵,,yan2,,筵,0,1,0,bamboo mat for sitting,1
檐,,yan2,,簷,0,1,0,variant of 檐[yan2],1
𫄧,,yan2,,綖,0,1,0,cap tassels,1
芫,,yan2,,芫,0,1,0,used in 芫荽[yan2 sui5],1
莚,,yan2,,莚,0,1,0,"bamboo mat/feast, banquet",1
蜒,,yan2,,蜒,0,1,0,slug/used in 蜿蜒[wan1 yan2],1
言,,yan2,,言,0,1,0,words/speech/to say/to talk,1
讠,,yan2,,訁,0,1,0,"""speech"" or ""words"" radical in Chinese characters (Kangxi radical 149)/see also 言字旁[yan2 zi4 pang2]",1
鈆,,yan2,,鈆,0,1,0,old variant of 沿[yan2],1
颜,,yan2,,顏,0,1,0,color/face/countenance,1
颜,,yan2,,顔,0,1,0,Japanese variant of 顏|颜[yan2],1
鳽,,yan2,,鳽,0,1,0,(used in naming bitterns and several other species of heron)/also pr. [jian1],1
盐,,yan2,,鹽,0,1,0,salt/CL:粒[li4],1
麣,,yan2,,麣,0,1,0,goat (archaic),1
乵,,yan3,,乵,0,1,0,archaic variant of 進|进[jin4],1
偃,,yan3,,偃,0,1,0,to lie supine/to stop/to fall down,1
俨,,yan3,,儼,0,1,0,majestic/dignified,1
剡,,yan3,,剡,0,1,0,sharp,1
匽,,yan3,,匽,0,1,0,"to hide, to secrete, to repress/to bend",1
厣,,yan3,,厴,0,1,0,operculum (Latin: little lid)/a covering flap (in various branches of anatomy),1
噞,,yan3,,噞,0,1,0,the movement of a fish's mouth at the surface of the water,1
奄,,yan3,,奄,0,1,0,suddenly/abruptly/hastily/to cover/to surround,1
𪩘,,yan3,,巘,0,1,0,peak of mountain,1
巚,,yan3,,巚,0,1,0,variant of 巘|𪩘[yan3],1
广,,yan3,,广,0,1,0,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",1
弇,,yan3,,弇,0,1,0,to cover/trap,1
戭,,yan3,,戭,0,1,0,spear,1
扊,,yan3,,扊,0,1,0,upright bar for fastening a door,1
掩,,yan3,,掩,0,1,0,"to cover up; to conceal/to close (a door, book etc)/(coll.) to get (one's fingers etc) caught when closing a door or lid/(literary) to launch a surprise attack",1
揜,,yan3,,揜,0,1,0,cover up/to surprise,1
棪,,yan3,,棪,0,1,0,(tree),1
沇,,yan3,,沇,0,1,0,archaic variant of 兗|兖[Yan3],1
渰,,yan3,,渰,0,1,0,(of cloud) forming or rising,1
演,,yan3,,演,0,1,0,to develop/to evolve/to practice/to perform/to play/to act,1
琰,,yan3,,琰,0,1,0,gem/glitter of gems,1
甗,,yan3,,甗,0,1,0,earthenware vessel,1
眼,,yan3,,眼,0,1,0,"eye/small hole/crux (of a matter)/CL:隻|只[zhi1],雙|双[shuang1]/classifier for big hollow things (wells, stoves, pots etc)",1
罨,,yan3,,罨,0,1,0,foment/valve,1
蝘,,yan3,,蝘,0,1,0,Hemidactylus bowringii,1
衍,,yan3,,衍,0,1,0,to spread out/to develop/to overflow/to amplify/superfluous,1
郾,,yan3,,郾,0,1,0,place name,1
隒,,yan3,,隒,0,1,0,"the appearance of a mountain, as if two pots were standing one upon the other/the steep bank of a stream/a rough mountain path",1
馣,,yan3,,馣,0,1,0,fragrant odor,1
魇,,yan3,,魘,0,1,0,to have a nightmare,1
鰋,,yan3,,鰋,0,1,0,mudfish,1
黡,,yan3,,黶,0,1,0,black spots on body,1
鼹,,yan3,,鼴,0,1,0,mole,1
䶮,,yan3,,龑,0,1,0,high and bright,1
傿,,yan4,,傿,0,1,0,fraudulent price,1
厌,,yan4,,厭,0,1,0,(bound form) to loathe; to be fed up with/(literary) to satiate; to satisfy,1
咽,,yan4,,咽,0,1,0,variant of 嚥|咽[yan4],1
唁,,yan4,,唁,0,1,0,to extend condolences,1
喭,,yan4,,喭,0,1,0,condole with,1
咽,,yan4,,嚥,0,1,0,to swallow,1
堰,,yan4,,堰,0,1,0,weir,1
嬿,,yan4,,嬿,0,1,0,lovely,1
宴,,yan4,,宴,0,1,0,(bound form) feast/repose,1
彦,,yan4,,彥,0,1,0,accomplished/elegant,1
晏,,yan4,,晏,0,1,0,late/quiet,1
滟,,yan4,,灩,0,1,0,tossing of billows,1
焔,,yan4,,焔,0,1,0,old variant of 焰[yan4],1
焰,,yan4,,焰,0,1,0,flame,1
焱,,yan4,,焱,0,1,0,variant of 焰[yan4],1
焰,,yan4,,燄,0,1,0,variant of 焰[yan4],1
燕,,yan4,,燕,0,1,0,swallow (family Hirundinidae)/old variant of 宴[yan4],1
爓,,yan4,,爓,0,1,0,flame,1
砚,,yan4,,硯,0,1,0,ink-stone,1
艳,,yan4,,艶,0,1,0,variant of 艷|艳[yan4],1
艳,,yan4,,艷,0,1,0,colorful/splendid/gaudy/amorous/romantic/to envy,1
觃,,yan4,,覎,0,1,0,(used in place names),1
觾,,yan4,,觾,0,1,0,"variant of 燕[yan4], swallow",1
谚,,yan4,,諺,0,1,0,proverb,1
䜩,,yan4,,讌,0,1,0,variant of 宴[yan4],1
谳,,yan4,,讞,0,1,0,to decide judicially,1
艳,,yan4,,豓,0,1,0,old variant of 豔|艳[yan4],1
艳,,yan4,,豔,0,1,0,variant of 艷|艳[yan4],1
赝,,yan4,,贋,0,1,0,variant of 贗|赝[yan4],1
赝,,yan4,,贗,0,1,0,false,1
宴,,yan4,,醼,0,1,0,variant of 宴[yan4],1
酽,,yan4,,釅,0,1,0,strong (of tea),1
雁,,yan4,,雁,0,1,0,wild goose,1
餍,,yan4,,饜,0,1,0,to eat to the full,1
验,,yan4,,騐,0,1,0,variant of 驗|验[yan4],1
験,,yan4,,験,0,1,0,Japanese variant of 驗|验,1
验,,yan4,,驗,0,1,0,to examine/to test/to check,1
鳫,,yan4,,鳫,0,1,0,old variant of 雁[yan4],1
雁,,yan4,,鴈,0,1,0,variant of 雁[yan4],1
鴳,,yan4,,鴳,0,1,0,quail,1
鷃,,yan4,,鷃,0,1,0,quail-like bird,1
燕,,yan4,,鷰,0,1,0,variant of 燕[yan4],1
央,,yang1,,央,0,1,0,center/end/to beg/to plead,1
殃,,yang1,,殃,0,1,0,calamity,1
泱,,yang1,,泱,0,1,0,"agitated (wind, cloud)/boundless",1
秧,,yang1,,秧,0,1,0,shoots/sprouts,1
胦,,yang1,,胦,0,1,0,the navel,1
鉠,,yang1,,鉠,0,1,0,(onom.) ring/tinkle,1
鞅,,yang1,,鞅,0,1,0,martingale (part of a horse's harness)/used in 鞅鞅[yang1 yang1],1
鸯,,yang1,,鴦,0,1,0,mandarin duck,1
佯,,yang2,,佯,0,1,0,to feign/to pretend,1
垟,,yang2,,垟,0,1,0,clay sheep buried with the dead,1
徉,,yang2,,徉,0,1,0,to walk back and forth,1
扬,,yang2,,揚,0,1,0,to raise/to hoist/the action of tossing or winnowing/scattering (in the wind)/to flutter/to propagate,1
扬,,yang2,,敭,0,1,0,variant of 揚|扬[yang2],1
昜,,yang2,,昜,0,1,0,old variant of 陽[yang2],1
旸,,yang2,,暘,0,1,0,rising sun/sunshine,1
杨,,yang2,,楊,0,1,0,poplar,1
氜,,yang2,,氜,0,1,0,old variant of 陽|阳[yang2],1
洋,,yang2,,洋,0,1,0,ocean/vast/foreign/silver dollar or coin,1
烊,,yang2,,烊,0,1,0,molten/smelt,1
炀,,yang2,,煬,0,1,0,molten/smelt,1
疡,,yang2,,瘍,0,1,0,ulcers/sores,1
羊,,yang2,,羊,0,1,0,"sheep; goat/CL:頭|头[tou2],隻|只[zhi1]",1
蛘,,yang2,,蛘,0,1,0,a weevil found in rice etc,1
钖,,yang2,,鍚,0,1,0,ornaments on headstall of horse,1
阳,,yang2,,陽,0,1,0,"positive (electric.)/sun/male principle (Taoism)/Yang, opposite: 陰|阴[yin1]",1
飏,,yang2,,颺,0,1,0,"to soar/to fly/to float/variant of 揚|扬[yang2], to scatter/to spread",1
仰,,yang3,,仰,0,1,0,to face upward/to look up/to admire/to rely on,1
坱,,yang3,,坱,0,1,0,fine dust/plentiful/vast,1
氧,,yang3,,氧,0,1,0,oxygen (chemistry),1
炴,,yang3,,炴,0,1,0,firelight; blaze,1
痒,,yang3,,痒,0,1,0,variant of 癢|痒[yang3]/to itch/to tickle,1
痒,,yang3,,癢,0,1,0,to itch/to tickle,1
飬,,yang3,,飬,0,1,0,old variant of 養|养[yang3],1
养,,yang3,,養,0,1,0,to raise (animals)/to bring up (children)/to keep (pets)/to support/to give birth,1
怏,,yang4,,怏,0,1,0,discontented,1
恙,,yang4,,恙,0,1,0,sickness,1
様,,yang4,,様,0,1,0,Japanese variant of 樣|样,1
样,,yang4,,樣,0,1,0,"manner/pattern/way/appearance/shape/classifier: kind, type",1
漾,,yang4,,漾,0,1,0,to overflow/to ripple/used in place names/see 漾濞[Yang4 bi4],1
瀁,,yang4,,瀁,0,1,0,ripples,1
鞅,,yang4,,鞅,0,1,0,wooden yoke for a draft ox,1
幺,,yao1,,么,0,1,0,"youngest/most junior/tiny/one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military)/one or ace on dice or dominoes/variant of 吆[yao1], to shout",1
吆,,yao1,,吆,0,1,0,to shout/to bawl/to yell (to urge on an animal)/to hawk (one's wares),1
喓,,yao1,,喓,0,1,0,grasshopper chirp/mosquito buzz,1
夭,,yao1,,夭,0,1,0,tender/gentle/to die prematurely,1
妖,,yao1,,妖,0,1,0,goblin/witch/devil/bewitching/enchanting/monster/phantom/demon,1
夭,,yao1,,殀,0,1,0,variant of 夭[yao1]/to die young/to die prematurely/Taiwan pr. [yao3],1
祅,,yao1,,祅,0,1,0,evil spirit/goblin/witchcraft/variant of 妖[yao1]/common erroneous variant of 祆[Xian1] Ormazda,1
约,,yao1,,約,0,1,0,to weigh in a balance or on a scale,1
腰,,yao1,,腰,0,1,0,waist/lower back/pocket/middle/loins,1
葽,,yao1,,葽,0,1,0,Polygala japonica/lush (grass),1
要,,yao1,,要,0,1,0,(bound form) to demand; to coerce,1
邀,,yao1,,邀,0,1,0,to invite/to request/to intercept/to solicit/to seek,1
䍃,,yao2,,䍃,0,1,0,(archaic) vase/pitcher,1
傜,,yao2,,傜,0,1,0,Yao tribe,1
垚,,yao2,,垚,0,1,0,"variant of 堯|尧, legendary emperor Yao, c. 2200 BC/embankment",1
姚,,yao2,,姚,0,1,0,handsome/good-looking,1
尭,,yao2,,尭,0,1,0,Japanese variant of 堯|尧[yao2],1
峣,,yao2,,嶢,0,1,0,high/steep/to tower,1
徭,,yao2,,徭,0,1,0,compulsory service,1
愮,,yao2,,愮,0,1,0,"distressed, agitated",1
揺,,yao2,,揺,0,1,0,Japanese variant of 搖|摇[yao2],1
摇,,yao2,,搖,0,1,0,to shake/to rock/to row/to crank,1
摿,,yao2,,摿,0,1,0,erroneous variant of 搖|摇[yao2],1
肴,,yao2,,殽,0,1,0,variant of 肴[yao2],1
滧,,yao2,,滧,0,1,0,(dialect) natural branching stream/(used in place names)/also pr. [xiao4],1
爻,,yao2,,爻,0,1,0,"the solid and broken lines of the eight trigrams 八卦[ba1 gua4], e.g. ☶",1
猺,,yao2,,猺,0,1,0,Yao tribe,1
珧,,yao2,,珧,0,1,0,mother-of-pearl,1
瑶,,yao2,,瑤,0,1,0,jade/precious stone/mother-of-pearl/nacre/precious/used a complementary honorific,1
窑,,yao2,,窯,0,1,0,kiln/oven/coal pit/cave dwelling/(coll.) brothel,1
窑,,yao2,,窰,0,1,0,variant of 窯|窑[yao2],1
繇,,yao2,,繇,0,1,0,folk-song/forced labor,1
肴,,yao2,,肴,0,1,0,meat dishes/mixed viands,1
谣,,yao2,,謠,0,1,0,popular ballad/rumor,1
謡,,yao2,,謡,0,1,0,Japanese variant of 謠|谣,1
轺,,yao2,,軺,0,1,0,light carriage,1
遥,,yao2,,遙,0,1,0,distant/remote/far/far away,1
邎,,yao2,,邎,0,1,0,"variant of 遙|遥, distant/remote/far/far away",1
铫,,yao2,,銚,0,1,0,weeding tool,1
飖,,yao2,,颻,0,1,0,floating in the air,1
肴,,yao2,,餚,0,1,0,variant of 肴[yao2],1
鳐,,yao2,,鰩,0,1,0,skate (cartilaginous fish belonging to the family Rajidae)/ray (fish),1
咬,,yao3,,咬,0,1,0,to bite/to nip,1
婹,,yao3,,婹,0,1,0,svelte/sylphlike,1
崾,,yao3,,崾,0,1,0,(name of a mountain),1
杳,,yao3,,杳,0,1,0,dark and quiet/disappear,1
眑,,yao3,,眑,0,1,0,sunken eyes/deep/abstruse,1
窅,,yao3,,窅,0,1,0,sunken eyes/deep and hollow/remote and obscure/variant of 杳[yao3],1
窈,,yao3,,窈,0,1,0,deep/quiet and elegant/variant of 杳[yao3],1
窔,,yao3,,窔,0,1,0,dark/deep/southeast corner of room,1
舀,,yao3,,舀,0,1,0,to ladle out; to scoop up,1
蓔,,yao3,,蓔,0,1,0,a variety of grass,1
騕,,yao3,,騕,0,1,0,name of a fabulous horse,1
鷕,,yao3,,鷕,0,1,0,cry of hen pheasant,1
咬,,yao3,,齩,0,1,0,variant of 咬[yao3],1
曜,,yao4,,曜,0,1,0,bright/glorious/one of the seven planets of premodern astronomy,1
燿,,yao4,,燿,0,1,0,brilliant/glorious,1
疟,,yao4,,瘧,0,1,0,see 瘧子|疟子[yao4 zi5],1
耀,,yao4,,耀,0,1,0,brilliant/glorious,1
药,,yao4,,葯,0,1,0,leaf of the iris/variant of 藥|药[yao4],1
薬,,yao4,,薬,0,1,0,Japanese variant of 藥|药,1
药,,yao4,,藥,0,1,0,"medicine/drug/substance used for a specific purpose (e.g. poisoning, explosion, fermenting)/CL:種|种[zhong3],服[fu4],味[wei4]/to poison",1
袎,,yao4,,袎,0,1,0,variant of 靿[yao4],1
要,,yao4,,要,0,1,0,to want; to need; to ask for/will; shall; about to/need to; should/if (same as 要是[yao4 shi5])/(bound form) important,1
靿,,yao4,,靿,0,1,0,the leg of a boot or sock,1
鹞,,yao4,,鷂,0,1,0,sparrow hawk/Accipiter nisus,1
倻,,ye1,,倻,0,1,0,"used to represent phonetic ""ya"" in Korean names",1
吔,,ye1,,吔,0,1,0,"onomat. for surprise, amazement and sigh",1
噎,,ye1,,噎,0,1,0,to choke (on)/to choke up/to suffocate,1
掖,,ye1,,掖,0,1,0,to tuck (into a pocket)/to hide/to conceal,1
椰,,ye1,,椰,0,1,0,(bound form) coconut palm/Taiwan pr. [ye2],1
耶,,ye1,,耶,0,1,0,(phonetic ye),1
蠮,,ye1,,蠮,0,1,0,wasp of the family Sphecidae,1
捓,,ye2,,捓,0,1,0,old variant of 揶[ye2],1
揶,,ye2,,揶,0,1,0,to gesticulate/to play antics,1
擨,,ye2,,擨,0,1,0,archaic variant of 揶[ye2],1
爷,,ye2,,爺,0,1,0,grandpa/old gentleman,1
耶,,ye2,,耶,0,1,0,interrogative particle (classical),1
铘,,ye2,,鋣,0,1,0,used in 鏌鋣|镆铘[Mo4 ye2],1
也,,ye3,,也,0,1,0,(adverb) also; both ... and ... (before predicates only)/(literary) particle having functions similar to 啊[a5],1
冶,,ye3,,冶,0,1,0,to smelt/to cast/seductive in appearance,1
嘢,,ye3,,嘢,0,1,0,(Cantonese) thing/matter/stuff,1
野,,ye3,,埜,0,1,0,old variant of 野[ye3],1
野,,ye3,,壄,0,1,0,erroneous variant of 野[ye3],1
漜,,ye3,,漜,0,1,0,mud,1
野,,ye3,,野,0,1,0,field/plain/open space/limit/boundary/rude/feral,1
烨,,ye4,,㷸,0,1,0,variant of 燁|烨[ye4],1
夜,,ye4,,亱,0,1,0,variant of 夜[ye4],1
咽,,ye4,,咽,0,1,0,to choke (in crying),1
夜,,ye4,,夜,0,1,0,night,1
嶪,,ye4,,嶪,0,1,0,see 岌嶪[ji2 ye4],1
嶫,,ye4,,嶫,0,1,0,variant of 嶪[ye4],1
抴,,ye4,,抴,0,1,0,to pull/to drag/to join together/oar,1
拽,,ye4,,拽,0,1,0,to drag/to haul,1
捙,,ye4,,捙,0,1,0,erroneous variant of 拽[ye4],1
掖,,ye4,,掖,0,1,0,to support by the arm/to help/to promote/at the side/also pr. [yi4],1
𢬍,,ye4,,擫,0,1,0,to press down,1
晔,,ye4,,曄,0,1,0,bright light/to sparkle,1
曳,,ye4,,曳,0,1,0,to drag/to pull/Taiwan pr. [yi4],1
业,,ye4,,業,0,1,0,line of business/industry/occupation/job/employment/school studies/enterprise/property/(Buddhism) karma/deed/to engage in/already,1
殗,,ye4,,殗,0,1,0,sickness/repeated,1
液,,ye4,,液,0,1,0,liquid/fluid/Taiwan pr. [yi4],1
煠,,ye4,,煠,0,1,0,to fry in fat or oil/to scald,1
烨,,ye4,,燁,0,1,0,blaze of fire/glorious,1
烨,,ye4,,爗,0,1,0,variant of 燁|烨[ye4],1
腋,,ye4,,腋,0,1,0,armpit/(biology) axilla/(botany) axil/Taiwan pr. [yi4],1
叶,,ye4,,葉,0,1,0,leaf/page/lobe/(historical) period/classifier for small boats,1
谒,,ye4,,謁,0,1,0,to visit (a superior),1
鍱,,ye4,,鍱,0,1,0,thin plates of metal,1
靥,,ye4,,靨,0,1,0,dimple,1
页,,ye4,,頁,0,1,0,page/leaf,1
馌,,ye4,,饁,0,1,0,to carry food to laborers in the field,1
鵺,,ye4,,鵺,0,1,0,a kind of bird similar to pheasant,1
耶,,ye5,,耶,0,1,0,final particle indicating enthusiasm etc,1
〡,,yi1,,〡,0,1,0,numeral 1 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],1
一,,yi1,,一,0,1,0,"one/single/a (article)/as soon as/entire; whole; all; throughout/""one"" radical in Chinese characters (Kangxi radical 1)/also pr. [yao1] for greater clarity when spelling out numbers digit by digit",1
伊,,yi1,,伊,0,1,0,"(old) third person singular pronoun (""he"" or ""she"")/second person singular pronoun (""you"")/(May 4th period) third person singular feminine pronoun (""she"")/(Classical Chinese) introductory particle with no specific meaning/that (preceding a noun)",1
依,,yi1,,依,0,1,0,to depend on/to comply with or listen to sb/according to/in the light of,1
咿,,yi1,,吚,0,1,0,variant of 咿[yi1],1
咿,,yi1,,咿,0,1,0,(onom.) to squeak,1
噫,,yi1,,噫,0,1,0,yeah (interjection of approval)/to belch,1
壱,,yi1,,壱,0,1,0,Japanese variant of 壹[yi1],1
壹,,yi1,,壹,0,1,0,one (banker's anti-fraud numeral),1
弌,,yi1,,弌,0,1,0,archaic variant of 壹 banker's anti-fraud numeral one,1
揖,,yi1,,揖,0,1,0,to greet by raising clasped hands,1
欹,,yi1,,欹,0,1,0,interjection,1
毉,,yi1,,毉,0,1,0,variant of 醫|医[yi1],1
洢,,yi1,,洢,0,1,0,"old name of a river in Henan, now written 伊河",1
漪,,yi1,,漪,0,1,0,ripple,1
猗,,yi1,,猗,0,1,0,(interj.),1
瑿,,yi1,,瑿,0,1,0,a black stone like jade/jet,1
祎,,yi1,,禕,0,1,0,excellent/precious/rare/fine/(used in given names),1
繄,,yi1,,繄,0,1,0,interj./sighing sound,1
蛜,,yi1,,蛜,0,1,0,woodlouse,1
衣,,yi1,,衣,0,1,0,clothes/CL:件[jian4]/Kangxi radical 145,1
衤,,yi1,,衤,0,1,0,"the left-radical form of Kangxi radical 145, 衣[yi1]",1
譩,,yi1,,譩,0,1,0,"variant of 噫, yeah (interjection of approval)/to belch",1
医,,yi1,,醫,0,1,0,medical/medicine/doctor/to cure/to treat,1
铱,,yi1,,銥,0,1,0,iridium (chemistry),1
鹥,,yi1,,鷖,0,1,0,"wigeon (Anas penelope, a Eurasian duck)/seagull (arch.)",1
黟,,yi1,,黟,0,1,0,black and shining ebony,1
侇,,yi2,,侇,0,1,0,(old) class/category/corpse,1
