zi,desc,pinyin,nstrokes,alias,is_radical,is_zi,is_traditional,desc_en,is_active
A,,A,,A,0,1,0,(slang) (Tw) to steal,1
阿,,A1,,阿,0,1,0,abbr. for Afghanistan 阿富汗[A1 fu4 han4],1
哀,,Ai1,,哀,0,1,0,"Ai (c. 2000 BC), sixth of legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God, also known as Li 釐|厘[Li2]",1
埃,,Ai1,,埃,0,1,0,abbr. for Egypt 埃及[Ai1 ji2],1
毐,,Ai3,,毐,0,1,0,"see historical character Lao Ai 嫪毐/by extension, person of reprehensible morals/immoral/adulterer",1
艾,,Ai4,,艾,0,1,0,surname Ai,1
安,,An1,,安,0,1,0,surname An,1
卬,,Ang2,,卬,0,1,0,surname Ang,1
敖,,Ao2,,敖,0,1,0,surname Ao,1
隞,,Ao2,,隞,0,1,0,"Ao, Shang Dynasty capital (northeast part of modern day Zhengzhou, Henan)",1
奥,,Ao4,,奧,0,1,0,Austria (abbr. for 奧地利|奥地利[Ao4 di4 li4])/Olympics (abbr. for 奧林匹克|奥林匹克[Ao4 lin2 pi3 ke4]),1
澳,,Ao4,,澳,0,1,0,abbr. for Macao 澳門|澳门/abbr. for Australia 澳大利亞|澳大利亚,1
仈,,Ba1,,仈,0,1,0,surname Ba,1
巴,,Ba1,,巴,0,1,0,Ba state during Zhou dynasty (in east of modern Sichuan)/abbr. for east Sichuan or Chongqing/surname Ba/abbr. for Palestine or Palestinian/abbr. for Pakistan,1
灞,,Ba4,,灞,0,1,0,name of a river,1
白,,Bai2,,白,0,1,0,surname Bai,1
柏,,Bai3,,柏,0,1,0,surname Bai/Taiwan pr. [Bo2],1
百,,Bai3,,百,0,1,0,surname Bai,1
班,,Ban1,,班,0,1,0,surname Ban,1
包,,Bao1,,包,0,1,0,surname Bao,1
保,,Bao3,,保,0,1,0,Bulgaria/Bulgarian/abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4],1
暴,,Bao4,,暴,0,1,0,surname Bao,1
鲍,,Bao4,,鮑,0,1,0,surname Bao,1
贝,,Bei4,,貝,0,1,0,surname Bei,1
犇,,Ben1,,犇,0,1,0,surname Ben,1
贲,,Ben1,,賁,0,1,0,surname Ben,1
蚌,,Beng4,,蚌,0,1,0,"abbr. for Bengbu prefecture-level city 蚌埠市[Beng4 bu4 shi4], Anhui",1
比,,Bi3,,比,0,1,0,Belgium/Belgian/abbr. for 比利時|比利时[Bi3 li4 shi2],1
毕,,Bi4,,畢,0,1,0,surname Bi,1
邲,,Bi4,,邲,0,1,0,surname Bi/ancient place name,1
卞,,Bian4,,卞,0,1,0,surname Bian,1
汳,,Bian4,,汳,0,1,0,name of an ancient river in Henan,1
汴,,Bian4,,汴,0,1,0,name of a river in Henan/Henan,1
别,,Bie2,,別,0,1,0,surname Bie,1
豳,,Bin1,,豳,0,1,0,name of an ancient county in Shaanxi/variant of 彬[bin1],1
邠,,Bin1,,邠,0,1,0,variant of 豳[Bin1],1
并,,Bing1,,并,0,1,0,short name for Taiyuan 太原[Tai4 yuan2],1
秉,,Bing3,,秉,0,1,0,surname Bing,1
邴,,Bing3,,邴,0,1,0,surname Bing,1
波,,Bo1,,波,0,1,0,Poland/Polish/abbr. for 波蘭|波兰[Bo1 lan2],1
亳,,Bo2,,亳,0,1,0,name of district in Anhui/capital of Yin,1
僰,,Bo2,,僰,0,1,0,name of an ethnic group,1
渤,,Bo2,,渤,0,1,0,"same as 渤海[Bo2 Hai3], Bohai Sea between Liaoning and Shandong/Gulf of Zhili or Chihli",1
薄,,Bo2,,薄,0,1,0,surname Bo,1
卜,,Bu3,,卜,0,1,0,surname Bu,1
步,,Bu4,,步,0,1,0,surname Bu,1
蔡,,Cai4,,蔡,0,1,0,surname Cai,1
苍,,Cang1,,蒼,0,1,0,surname Cang,1
曹,,Cao2,,曹,0,1,0,surname Cao/Zhou Dynasty vassal state,1
鄵,,Cao4,,鄵,0,1,0,"ancient place name (between present-day Xinzheng County 新鄭|新郑[Xin1 zheng4] and Lushan County 魯山|鲁山[Lu3 shan1], Henan)",1
策,,Ce4,,策,0,1,0,surname Ce,1
岑,,Cen2,,岑,0,1,0,surname Cen,1
察,,Cha2,,察,0,1,0,short name for Chahar Province 察哈爾|察哈尔[Cha2 ha1 er3],1
柴,,Chai2,,柴,0,1,0,surname Chai,1
瀍,,Chan2,,瀍,0,1,0,Chanshui river in Henan,1
昌,,Chang1,,昌,0,1,0,surname Chang,1
常,,Chang2,,常,0,1,0,surname Chang,1
苌,,Chang2,,萇,0,1,0,surname Chang,1
巢,,Chao2,,巢,0,1,0,surname Chao,1
晁,,Chao2,,晁,0,1,0,surname Chao,1
朝,,Chao2,,朝,0,1,0,abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea,1
鼂,,Chao2,,鼂,0,1,0,surname Chao,1
车,,Che1,,車,0,1,0,surname Che,1
臣,,Chen2,,臣,0,1,0,surname Chen,1
谌,,Chen2,,諶,0,1,0,surname Chen,1
陈,,Chen2,,陳,0,1,0,"surname Chen/Chen (c. 1045 - 479 BC), a Zhou dynasty state/Chen (557-589), one of the Southern Dynasties 南朝[Nan2 Chao2]",1
乘,,Cheng2,,乘,0,1,0,surname Cheng,1
成,,Cheng2,,成,0,1,0,surname Cheng,1
承,,Cheng2,,承,0,1,0,"surname Cheng/Cheng (c. 2000 BC), third of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",1
晟,,Cheng2,,晟,0,1,0,surname Cheng,1
澄,,Cheng2,,澄,0,1,0,surname Cheng,1
程,,Cheng2,,程,0,1,0,surname Cheng,1
郕,,Cheng2,,郕,0,1,0,surname Cheng/Zhou Dynasty (1046-256 BCE) vassal state,1
庱,,Cheng3,,庱,0,1,0,"surname Cheng/ancient area of modern day Danyang City, Jiangsu Province",1
蚩,,Chi1,,蚩,0,1,0,surname Chi,1
郗,,Chi1,,郗,0,1,0,surname Chi/name of an ancient city,1
池,,Chi2,,池,0,1,0,surname Chi,1
茌,,Chi2,,茌,0,1,0,name of a district in Shandong,1
迟,,Chi2,,遲,0,1,0,surname Chi,1
崇,,Chong2,,崇,0,1,0,surname Chong,1
丑,,Chou3,,丑,0,1,0,surname Chou,1
侴,,Chou3,,侴,0,1,0,surname Chou,1
滁,,Chu2,,滁,0,1,0,name of a river in Anhui,1
储,,Chu3,,儲,0,1,0,surname Chu/Taiwan pr. [Chu2],1
楚,,Chu3,,楚,0,1,0,surname Chu/abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together/Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC),1
濋,,Chu3,,濋,0,1,0,"name of an ancient river (in present-day Dingtao County 定陶縣|定陶县[Ding4 tao2 Xian4], Shandong)",1
褚,,Chu3,,褚,0,1,0,surname Chu,1
鄐,,Chu4,,鄐,0,1,0,surname Chu,1
川,,Chuan1,,川,0,1,0,abbr. for Sichuan Province 四川[Si4 chuan1] in southwest China,1
钏,,Chuan4,,釧,0,1,0,surname Chuan,1
春,,Chun1,,春,0,1,0,surname Chun,1
佽,,Ci4,,佽,0,1,0,surname Ci,1
从,,Cong2,,從,0,1,0,surname Cong,1
琮,,Cong2,,琮,0,1,0,surname Cong,1
爨,,Cuan4,,爨,0,1,0,surname Cuan,1
崔,,Cui1,,崔,0,1,0,surname Cui,1
邨,,Cun1,,邨,0,1,0,surname Cun,1
错,,Cuo4,,錯,0,1,0,surname Cuo,1
妲,,Da2,,妲,0,1,0,female personal name (archaic),1
笪,,Da2,,笪,0,1,0,surname Da,1
达,,Da2,,達,0,1,0,surname Da,1
鞑,,Da2,,韃,0,1,0,Tartar/a tribe in China,1
傣,,Dai3,,傣,0,1,0,Dai (ethnic group),1
岱,,Dai4,,岱,0,1,0,Mt Tai in Shandong/same as 泰山,1
戴,,Dai4,,戴,0,1,0,surname Dai,1
郸,,Dan1,,鄲,0,1,0,name of a district in Hebei,1
亶,,Dan3,,亶,0,1,0,surname Dan,1
疍,,Dan4,,疍,0,1,0,variant of 蜑[Dan4],1
蛋,,Dan4,,蛋,0,1,0,variant of 蜑[Dan4],1
蜑,,Dan4,,蜑,0,1,0,Tanka people,1
党,,Dang3,,黨,0,1,0,surname Dang,1
刀,,Dao1,,刀,0,1,0,surname Dao,1
德,,De2,,德,0,1,0,Germany/German/abbr. for 德國|德国[De2 guo2],1
僜,,Deng4,,僜,0,1,0,Deng ethnic minority of Tibet,1
邓,,Deng4,,鄧,0,1,0,surname Deng,1
氐,,Di1,,氐,0,1,0,name of an ancient tribe,1
鞮,,Di1,,鞮,0,1,0,surname Di,1
狄,,Di2,,狄,0,1,0,surname Di/generic name for northern ethnic minorities during the Qin and Han Dynasties (221 BC-220 AD),1
翟,,Di2,,翟,0,1,0,"surname Di/variant of 狄[Di2], generic name for northern ethnic minorities during the Qin and Han Dynasties (221 BC-220 AD)",1
邸,,Di3,,邸,0,1,0,surname Di,1
滇,,Dian1,,滇,0,1,0,abbr. for Yunnan Province 雲南|云南[Yun2 nan2] in southwest China,1
甸,,Dian4,,甸,0,1,0,surname Dian,1
刁,,Diao1,,刁,0,1,0,surname Diao,1
丁,,Ding1,,丁,0,1,0,surname Ding,1
崠,,Dong1,,崠,0,1,0,name of a mountain,1
岽,,Dong1,,崬,0,1,0,place name in Guangxi province,1
东,,Dong1,,東,0,1,0,surname Dong,1
冬,,Dong1,,鼕,0,1,0,surname Dong,1
董,,Dong3,,董,0,1,0,surname Dong,1
侗,,Dong4,,侗,0,1,0,Dong ethnic group (aka Kam people),1
斗,,Dou3,,斗,0,1,0,abbr. for the Big Dipper constellation 北斗星[Bei3 dou3 xing1],1
窦,,Dou4,,竇,0,1,0,surname Dou,1
都,,Du1,,都,0,1,0,surname Du,1
杜,,Du4,,杜,0,1,0,surname Du,1
段,,Duan4,,段,0,1,0,surname Duan,1
兑,,Dui4,,兌,0,1,0,surname Dui,1
鈬,,Duo2,,鈬,0,1,0,surname Duo,1
铎,,Duo2,,鐸,0,1,0,surname Duo,1
俄,,E2,,俄,0,1,0,Russia/Russian/abbr. for 俄羅斯|俄罗斯[E2 luo2 si1]/Taiwan pr. [E4],1
涐,,E2,,涐,0,1,0,old name for the Dadu River 大渡河[Da4 du4 He2] in Sichuan,1
鄂,,E4,,鄂,0,1,0,abbr. for Hubei Province 湖北省[Hu2 bei3 Sheng3] in central China/surname E,1
耏,,Er2,,耏,0,1,0,surname Er,1
陑,,Er2,,陑,0,1,0,place name,1
法,,Fa3,,法,0,1,0,France/French/abbr. for 法國|法国[Fa3 guo2]/Taiwan pr. [Fa4],1
樊,,Fan2,,樊,0,1,0,surname Fan,1
梵,,Fan4,,梵,0,1,0,"abbr. for 梵教[Fan4 jiao4] Brahmanism/abbr. for Sanskrit 梵語|梵语[Fan4 yu3] or 梵文[Fan4 wen2]/abbr. for 梵蒂岡|梵蒂冈[Fan4 di4 gang1], the Vatican",1
范,,Fan4,,范,0,1,0,surname Fan,1
坊,,Fang1,,坊,0,1,0,surname Fang,1
方,,Fang1,,方,0,1,0,surname Fang,1
淓,,Fang1,,淓,0,1,0,name of a river,1
邡,,Fang1,,邡,0,1,0,name of a district in Sichuan,1
房,,Fang2,,房,0,1,0,surname Fang,1
菲,,Fei1,,菲,0,1,0,abbr. for the Philippines 菲律賓|菲律宾[Fei1 lu:4 bin1],1
非,,Fei1,,非,0,1,0,"abbr. for 非洲[Fei1 zhou1], Africa",1
斐,,Fei3,,斐,0,1,0,surname Fei,1
费,,Fei4,,費,0,1,0,surname Fei,1
封,,Feng1,,封,0,1,0,surname Feng,1
丰,,Feng1,,豐,0,1,0,surname Feng,1
鄷,,Feng1,,鄷,0,1,0,old variant of 酆[Feng1],1
酆,,Feng1,,酆,0,1,0,Zhou Dynasty capital/surname Feng,1
冯,,Feng2,,馮,0,1,0,surname Feng,1
凤,,Feng4,,鳳,0,1,0,surname Feng,1
佛,,Fo2,,佛,0,1,0,Buddha; Buddhism (abbr. for 佛陀[Fo2 tuo2]),1
伏,,Fu2,,伏,0,1,0,surname Fu,1
涪,,Fu2,,涪,0,1,0,(name of a river),1
福,,Fu2,,福,0,1,0,surname Fu/abbr. for Fujian province 福建省[Fu2 jian4 sheng3],1
符,,Fu2,,符,0,1,0,surname Fu,1
付,,Fu4,,付,0,1,0,surname Fu,1
傅,,Fu4,,傅,0,1,0,surname Fu,1
富,,Fu4,,富,0,1,0,surname Fu,1
赅,,Gai1,,賅,0,1,0,surname Gai,1
干,,Gan1,,乾,0,1,0,surname Gan,1
干,,Gan1,,干,0,1,0,surname Gan,1
甘,,Gan1,,甘,0,1,0,surname Gan/abbr. for Gansu Province 甘肅省|甘肃省[Gan1 su4 Sheng3],1
赣,,Gan4,,灨,0,1,0,variant of 贛|赣[Gan4],1
赣,,Gan4,,贑,0,1,0,variant of 贛|赣[Gan4],1
赣,,Gan4,,贛,0,1,0,abbr. for Jiangxi Province 江西省[Jiang1 xi1 Sheng3]/Gan River in Jiangxi Province 江西省[Jiang1 xi1 Sheng3],1
冮,,Gang1,,冮,0,1,0,surname Gang,1
港,,Gang3,,港,0,1,0,Hong Kong (abbr. for 香港[Xiang1 gang3])/surname Gang,1
高,,Gao1,,高,0,1,0,surname Gao,1
郜,,Gao4,,郜,0,1,0,surname Gao/name of a feudal state,1
戈,,Ge1,,戈,0,1,0,surname Ge,1
鬲,,Ge2,,鬲,0,1,0,surname Ge,1
葛,,Ge3,,葛,0,1,0,surname Ge,1
盖,,Ge3,,蓋,0,1,0,surname Ge,1
浭,,Geng1,,浭,0,1,0,name of a river in Hebei,1
耿,,Geng3,,耿,0,1,0,surname Geng,1
郠,,Geng3,,郠,0,1,0,(place name),1
宫,,Gong1,,宮,0,1,0,surname Gong,1
弓,,Gong1,,弓,0,1,0,surname Gong,1
龚,,Gong1,,龔,0,1,0,surname Gong,1
贡,,Gong4,,貢,0,1,0,surname Gong,1
勾,,Gou1,,勾,0,1,0,surname Gou,1
缑,,Gou1,,緱,0,1,0,surname Gou/Gou Mountain in Henan,1
苟,,Gou3,,苟,0,1,0,surname Gou,1
沽,,Gu1,,沽,0,1,0,abbr. for Tianjin 天津 (also 津沽),1
辜,,Gu1,,辜,0,1,0,surname Gu,1
古,,Gu3,,古,0,1,0,surname Gu,1
谷,,Gu3,,谷,0,1,0,surname Gu,1
顾,,Gu4,,顧,0,1,0,surname Gu,1
官,,Guan1,,官,0,1,0,surname Guan,1
关,,Guan1,,關,0,1,0,surname Guan,1
筦,,Guan3,,筦,0,1,0,surname Guan,1
管,,Guan3,,管,0,1,0,surname Guan,1
冠,,Guan4,,冠,0,1,0,surname Guan,1
观,,Guan4,,觀,0,1,0,surname Guan,1
广,,Guang3,,廣,0,1,0,surname Guang,1
妫,,Gui1,,媯,0,1,0,surname Gui/name of a river,1
妫,,Gui1,,嬀,0,1,0,variant of 媯|妫[Gui1],1
归,,Gui1,,歸,0,1,0,surname Gui,1
邽,,Gui1,,邽,0,1,0,surname Gui/ancient place name,1
桂,,Gui4,,桂,0,1,0,surname Gui/abbr. for Guangxi Autonomous Region 廣西壯族自治區|广西壮族自治区[Guang3 xi1 Zhuang4 zu2 Zi4 zhi4 qu1],1
炅,,Gui4,,炅,0,1,0,surname Gui,1
炔,,Gui4,,炔,0,1,0,surname Gui,1
鲧,,Gun3,,鮌,0,1,0,variant of 鯀|鲧[Gun3],1
鲧,,Gun3,,鯀,0,1,0,"Gun, mythical father of Yu the Great 大禹[Da4 Yu3]",1
呙,,Guo1,,咼,0,1,0,surname Guo,1
过,,Guo1,,過,0,1,0,surname Guo,1
郭,,Guo1,,郭,0,1,0,surname Guo,1
国,,Guo2,,國,0,1,0,surname Guo,1
虢,,Guo2,,虢,0,1,0,"Guo, a kinship group whose members held dukedoms within the Zhou Dynasty realm, including Western Guo 西虢國|西虢国 and Eastern Guo 東虢國|东虢国/surname Guo",1
哈,,Ha1,,哈,0,1,0,"abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan/abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin",1
海,,Hai3,,海,0,1,0,surname Hai,1
韩,,Han2,,韓,0,1,0,"Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄/Korea from the fall of the Joseon dynasty in 1897/Korea, esp. South Korea 大韓民國|大韩民国/surname Han",1
撖,,Han4,,撖,0,1,0,surname Han/Taiwan pr. [Gan3],1
汉,,Han4,,漢,0,1,0,Han ethnic group/Chinese (language)/the Han dynasty (206 BC-220 AD),1
翰,,Han4,,翰,0,1,0,surname Han,1
杭,,Hang2,,杭,0,1,0,surname Hang/Hangzhou,1
郝,,Hao3,,郝,0,1,0,ancient place name/surname Hao,1
昊,,Hao4,,昊,0,1,0,surname Hao,1
何,,He2,,何,0,1,0,surname He,1
和,,He2,,和,0,1,0,surname He,1
荷,,He2,,荷,0,1,0,Holland/the Netherlands/abbr. for 荷蘭|荷兰[He2 lan2],1
菏,,He2,,菏,0,1,0,He river in Shandong,1
佫,,He4,,佫,0,1,0,surname He,1
贺,,He4,,賀,0,1,0,surname He,1
赫,,He4,,赫,0,1,0,surname He,1
黑,,Hei1,,黑,0,1,0,abbr. for Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1],1
恒,,Heng2,,恆,0,1,0,surname Heng,1
訇,,Hong1,,訇,0,1,0,surname Hong,1
洪,,Hong2,,洪,0,1,0,surname Hong,1
红,,Hong2,,紅,0,1,0,surname Hong,1
闳,,Hong2,,閎,0,1,0,surname Hong,1
侯,,Hou2,,侯,0,1,0,surname Hou,1
后,,Hou4,,后,0,1,0,surname Hou,1
郈,,Hou4,,郈,0,1,0,surname Hou/place name,1
忽,,Hu1,,忽,0,1,0,surname Hu,1
滹,,Hu1,,滹,0,1,0,surname Hu/name of a river,1
轷,,Hu1,,軤,0,1,0,surname Hu,1
胡,,Hu2,,胡,0,1,0,surname Hu,1
扈,,Hu4,,扈,0,1,0,surname Hu,1
沪,,Hu4,,滬,0,1,0,short name for Shanghai,1
花,,Hua1,,花,0,1,0,surname Hua,1
滑,,Hua2,,滑,0,1,0,surname Hua,1
华,,Hua2,,華,0,1,0,abbr. for China,1
华,,Hua4,,華,0,1,0,Mt Hua 華山|华山 in Shaanxi/surname Hua,1
怀,,Huai2,,懷,0,1,0,surname Huai,1
淮,,Huai2,,淮,0,1,0,name of a river,1
桓,,Huan2,,桓,0,1,0,surname Huan,1
环,,Huan2,,環,0,1,0,surname Huan,1
还,,Huan2,,還,0,1,0,surname Huan,1
奂,,Huan4,,奐,0,1,0,surname Huan,1
宦,,Huan4,,宦,0,1,0,surname Huan,1
皇,,Huang2,,皇,0,1,0,surname Huang,1
黄,,Huang2,,黃,0,1,0,surname Huang or Hwang,1
惠,,Hui4,,惠,0,1,0,surname Hui,1
火,,Huo3,,火,0,1,0,surname Huo,1
霍,,Huo4,,霍,0,1,0,surname Huo,1
丌,,Ji1,,丌,0,1,0,surname Ji,1
姬,,Ji1,,姬,0,1,0,surname Ji/family name of the Zhou Dynasty 周代[Zhou1 dai4] (1046-256 BC),1
嵇,,Ji1,,嵇,0,1,0,surname Ji/name of a mountain,1
机,,Ji1,,機,0,1,0,surname Ji,1
稽,,Ji1,,稽,0,1,0,surname Ji,1
吉,,Ji2,,吉,0,1,0,surname Ji/abbr. for 吉林[Ji2 lin2] Jilin Province,1
姞,,Ji2,,姞,0,1,0,surname Ji,1
戢,,Ji2,,戢,0,1,0,surname Ji,1
汲,,Ji2,,汲,0,1,0,surname Ji,1
籍,,Ji2,,籍,0,1,0,surname Ji,1
藉,,Ji2,,藉,0,1,0,surname Ji,1
济,,Ji3,,濟,0,1,0,used in place names associated with the Ji River 濟水|济水[Ji3 Shui3]/surname Ji,1
纪,,Ji3,,紀,0,1,0,surname Ji/also pr. [Ji4],1
冀,,Ji4,,冀,0,1,0,short name for Hebei 河北 province/surname Ji,1
季,,Ji4,,季,0,1,0,surname Ji,1
蓟,,Ji4,,薊,0,1,0,surname Ji/ancient Chinese city state near modern day Beijing,1
计,,Ji4,,計,0,1,0,surname Ji,1
佳,,Jia1,,佳,0,1,0,surname Jia,1
加,,Jia1,,加,0,1,0,Canada (abbr. for 加拿大[Jia1 na2 da4])/surname Jia,1
嘉,,Jia1,,嘉,0,1,0,surname Jia,1
泇,,Jia1,,泇,0,1,0,the name of a river that flows through Shandong and Jiangsu,1
贾,,Jia3,,賈,0,1,0,surname Jia,1
驾,,Jia4,,駕,0,1,0,surname Jia,1
篯,,Jian1,,籛,0,1,0,surname Jian,1
蕑,,Jian1,,蕑,0,1,0,surname Jian,1
剪,,Jian3,,剪,0,1,0,surname Jian,1
柬,,Jian3,,柬,0,1,0,"abbr. for 柬埔寨[Jian3 pu3 zhai4], Cambodia",1
翦,,Jian3,,翦,0,1,0,surname Jian,1
蹇,,Jian3,,蹇,0,1,0,surname Jian,1
谏,,Jian4,,諫,0,1,0,surname Jian,1
姜,,Jiang1,,姜,0,1,0,surname Jiang,1
江,,Jiang1,,江,0,1,0,surname Jiang,1
蒋,,Jiang3,,蔣,0,1,0,surname Jiang/refers to Chiang Kai-shek 蔣介石|蒋介石,1
绛,,Jiang4,,絳,0,1,0,capital of the Jin State during the Spring and Autumn Period (770-475 BC),1
僬,,Jiao1,,僬,0,1,0,see 僬僥|僬侥[Jiao1 Yao2],1
姣,,Jiao1,,姣,0,1,0,surname Jiao,1
焦,,Jiao1,,焦,0,1,0,surname Jiao,1
郊,,Jiao1,,郊,0,1,0,surname Jiao,1
敫,,Jiao3,,敫,0,1,0,surname Jiao,1
皦,,Jiao3,,皦,0,1,0,surname Jiao,1
矫,,Jiao3,,矯,0,1,0,surname Jiao,1
蟜,,Jiao3,,蟜,0,1,0,surname Jiao,1
教,,Jiao4,,教,0,1,0,surname Jiao,1
揭,,Jie1,,揭,0,1,0,surname Jie,1
捷,,Jie2,,捷,0,1,0,Czech/Czech Republic/abbr. for 捷克[Jie2 ke4],1
羯,,Jie2,,羯,0,1,0,"Jie people, a tribe of northern China around the 4th century",1
津,,Jin1,,津,0,1,0,abbr. for Tianjin 天津[Tian1 jin1],1
金,,Jin1,,金,0,1,0,surname Jin/surname Kim (Korean)/Jurchen Jin dynasty (1115-1234),1
晋,,Jin4,,晉,0,1,0,"surname Jin/the Jin Dynasties (265-420)/Western Jin 西晉|西晋[Xi1 Jin4] (265-316), Eastern Jin 東晉|东晋[Dong1 Jin4] (317-420) and Later Jin Dynasty (936-946)/short name for Shanxi province 山西[Shan1 xi1]",1
浕,,Jin4,,濜,0,1,0,river in Hubei province,1
靳,,Jin4,,靳,0,1,0,surname Jin,1
京,,Jing1,,京,0,1,0,abbr. for Beijing/surname Jing/Jing ethnic minority,1
泾,,Jing1,,涇,0,1,0,Jing River,1
经,,Jing1,,經,0,1,0,surname Jing,1
井,,Jing3,,井,0,1,0,"Jing, one of the 28 constellations of Chinese astronomy/surname Jing",1
景,,Jing3,,景,0,1,0,surname Jing,1
靖,,Jing4,,靖,0,1,0,surname Jing,1
樛,,Jiu1,,樛,0,1,0,surname Jiu,1
居,,Ju1,,居,0,1,0,surname Ju,1
泃,,Ju1,,泃,0,1,0,(the name of a river to the east of Beijing)/Taiwan pr. [Ju4],1
苴,,Ju1,,苴,0,1,0,surname Ju,1
鞠,,Ju1,,鞠,0,1,0,surname Ju,1
莒,,Ju3,,莒,0,1,0,Zhou Dynasty vassal state in modern day Shandong Province,1
澽,,Ju4,,澽,0,1,0,(name of a river in Shaanxi Province),1
涓,,Juan1,,涓,0,1,0,surname Juan,1
鄄,,Juan4,,鄄,0,1,0,name of a district in Shandong,1
隽,,Juan4,,雋,0,1,0,surname Juan,1
㵐,,Jue2,,㵐,0,1,0,Jue River in Hubei,1
傕,,Jue2,,傕,0,1,0,surname Jue,1
矍,,Jue2,,矍,0,1,0,surname Jue,1
角,,Jue2,,角,0,1,0,surname Jue,1
凯,,Kai3,,凱,0,1,0,surname Kai,1
阚,,Kan4,,闞,0,1,0,surname Kan,1
康,,Kang1,,康,0,1,0,surname Kang,1
亢,,Kang4,,亢,0,1,0,"surname Kang/Kang, one of the 28 constellations",1
柯,,Ke1,,柯,0,1,0,surname Ke,1
轲,,Ke1,,軻,0,1,0,given name of Mencius,1
克,,Ke4,,克,0,1,0,"abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia/(Tw) abbr. for 克羅埃西亞|克罗埃西亚[Ke4 luo2 ai1 xi1 ya4], Croatia",1
克,,Ke4,,剋,0,1,0,"Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",1
恪,,Ke4,,恪,0,1,0,surname Ke,1
孔,,Kong3,,孔,0,1,0,surname Kong,1
喾,,Ku4,,嚳,0,1,0,"one of the five legendary emperors, also called 高辛氏[Gao1 xin1 shi4]",1
哙,,Kuai4,,噲,0,1,0,surname Kuai,1
郐,,Kuai4,,鄶,0,1,0,surname Kuai/name of a feudal state,1
宽,,Kuan1,,寬,0,1,0,surname Kuan,1
匡,,Kuang1,,匡,0,1,0,surname Kuang,1
邝,,Kuang4,,鄺,0,1,0,surname Kuang,1
夔,,Kui2,,夔,0,1,0,one-legged mountain demon of Chinese mythology/Chinese mythical figure who invented music and dancing/Chinese rain god/surname Kui,1
隗,,Kui2,,隗,0,1,0,surname Kui/Zhou Dynasty vassal state,1
匮,,Kui4,,匱,0,1,0,surname Kui,1
蒉,,Kui4,,蕢,0,1,0,surname Kui,1
郲,,Lai2,,郲,0,1,0,"name of a country in Spring and Autumn period in modern Shandong, destroyed by Qi 齊|齐",1
赖,,Lai4,,賴,0,1,0,surname Lai,1
蓝,,Lan2,,藍,0,1,0,surname Lan,1
兰,,Lan2,,蘭,0,1,0,"surname Lan/abbr. for Lanzhou 蘭州|兰州[Lan2 zhou1], Gansu",1
琅,,Lang2,,瑯,0,1,0,used in 瑯琊|琅琊[Lang2 ya2],1
郎,,Lang2,,郎,0,1,0,surname Lang,1
郞,,Lang2,,郞,0,1,0,variant of 郎[Lang2]/surname Lang,1
嫪,,Lao4,,嫪,0,1,0,surname Lao,1
乐,,Le4,,樂,0,1,0,surname Le,1
嫘,,Lei2,,嫘,0,1,0,surname Lei,1
累,,Lei2,,纍,0,1,0,surname Lei,1
雷,,Lei2,,雷,0,1,0,surname Lei,1
冷,,Leng3,,冷,0,1,0,surname Leng,1
漓,,Li2,,灕,0,1,0,name of a river,1
厘,,Li2,,釐,0,1,0,"Li (c. 2000 BC), sixth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God, also known as Ai 哀[Ai1]",1
离,,Li2,,離,0,1,0,surname Li,1
丽,,Li2,,麗,0,1,0,Korea,1
黎,,Li2,,黎,0,1,0,Li ethnic group of Hainan Province/surname Li/abbr. for Lebanon 黎巴嫩[Li2 ba1 nen4],1
俚,,Li3,,俚,0,1,0,old name for the 黎[Li2] ethnic group,1
李,,Li3,,李,0,1,0,surname Li,1
澧,,Li3,,澧,0,1,0,"Lishui River in north Hunan, flowing into Lake Dongting 洞庭湖/surname Li",1
礼,,Li3,,禮,0,1,0,"surname Li/abbr. for 禮記|礼记[Li3 ji4], Classic of Rites",1
里,,Li3,,里,0,1,0,Li (surname),1
利,,Li4,,利,0,1,0,surname Li,1
力,,Li4,,力,0,1,0,surname Li,1
励,,Li4,,勵,0,1,0,surname Li,1
厉,,Li4,,厲,0,1,0,surname Li,1
栗,,Li4,,栗,0,1,0,surname Li,1
莅,,Li4,,涖,0,1,0,river in Hebei,1
