zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
嘹		liao2		嘹	0	1	0	1		clear sound/cry (of cranes etc)														
嫽		liao2		嫽	0	1	0	1		good/smart/to play														
寥		liao2		寥	0	1	0	1		empty/lonesome/very few														
寮		liao2		寮	0	1	0	1		hut/shack/small window/variant of 僚[liao2]														
屪		liao2		屪	0	1	0	1		penis														
嵺		liao2		嵺	0	1	0	1		(literary) vast and empty														
憀		liao2		憀	0	1	0	1		to rely on														
撩		liao2		撩	0	1	0	1		to tease/to provoke/to stir up (emotions)														
敹		liao2		敹	0	1	0	1		keep tidy and repaired/sew														
暸		liao2		暸	0	1	0	1		bright/clear														
潦		liao2		潦	0	1	0	1		used in 潦草[liao2 cao3] and 潦倒[liao2 dao3]														
燎		liao2		燎	0	1	0	1		to burn/to set afire														
獠		liao2		獠	0	1	0	1		fierce/hunt/name of a tribe														
疗		liao2		療	0	1	0	1		to treat/to cure/therapy														
簝		liao2		簝	0	1	0	1		bamboo receptacle used to hold meat for temple sacrifices in ancient times														
缭		liao2		繚	0	1	0	1		to wind round/to sew with slanting stitches														
聊		liao2		聊	0	1	0	1		to chat/to depend upon (literary)/temporarily/just/slightly														
膋		liao2		膋	0	1	0	1		fat on intestines														
膫		liao2		膫	0	1	0	1		male genitals/old variant of 膋[liao2]														
蟟		liao2		蟟	0	1	0	1		see 蟭蟟[jiao1 liao2]														
飂		liao2		飂	0	1	0	1		wind in high places														
髎		liao2		髎	0	1	0	1		(literary) hip bone/(TCM) space between two joints														
鹩		liao2		鷯	0	1	0	1		eastern wren														
了		liao3		了	0	1	0	1		to finish/to achieve/variant of 瞭|了[liao3]/to understand clearly														
憭		liao3		憭	0	1	0	1		clear/intelligible/severe/cold														
燎		liao3		燎	0	1	0	1		to singe														
了		liao3		瞭	0	1	0	1		(of eyes) bright/clear-sighted/to understand clearly														
缪		liao3		繆	0	1	0	1		old variant of 繚|缭[liao3]														
蓼		liao3		蓼	0	1	0	1		polygonum/smartweed														
钌		liao3		釕	0	1	0	1		ruthenium (chemistry)														
尥		liao4		尥	0	1	0	1		to give a backward kick (e.g. of a horse)														
撂		liao4		撂	0	1	0	1		to put down/to leave behind/to throw or knock down/to abandon or discard														
料		liao4		料	0	1	0	1		material/stuff/grain/feed/to expect/to anticipate/to guess														
了		liao4		瞭	0	1	0	1		unofficial variant of 瞭[liao4]														
瞭		liao4		瞭	0	1	0	1		to watch from a height or distance														
钌		liao4		釕	0	1	0	1		see 釕銱兒|钌铞儿[liao4 diao4 r5]/Taiwan pr. [liao3]														
镣		liao4		鐐	0	1	0	1		fetters/leg-irons/shackles														
咧		lie1		咧	0	1	0	1		see 咧咧[lie1 lie1]														
咧		lie3		咧	0	1	0	1		to draw back the corners of one's mouth														
㲱		lie4		㲱	0	1	0	1		old variant of 鬣[lie4]														
䝓		lie4		䝓	0	1	0	1		old variant of 鬣[lie4]														
冽		lie4		冽	0	1	0	1		cold and raw														
列		lie4		列	0	1	0	1		to arrange/to line up/file/series/(in data tables) column/(Tw) row														
劣		lie4		劣	0	1	0	1		inferior														
劦		lie4		劦	0	1	0	1		unending exertion														
埒		lie4		埒	0	1	0	1		(literary) equal/enclosure/dike/embankment/Taiwan pr. [le4]														
巤		lie4		巤	0	1	0	1		old variant of 鬣[lie4]														
捩		lie4		捩	0	1	0	1		tear/twist														
擸		lie4		擸	0	1	0	1		to hold, to grasp/to hold the hair/to pull at														
洌		lie4		洌	0	1	0	1		pure/to cleanse														
烈		lie4		烈	0	1	0	1		ardent/intense/fierce/stern/upright/to give one's life for a noble cause/exploits/achievements														
猟		lie4		猟	0	1	0	1		Japanese variant of 獵|猎														
猎		lie4		獵	0	1	0	1		hunting														
睙		lie4		睙	0	1	0	1		to roll the eyeballs to look														
茢		lie4		茢	0	1	0	1		rushes/sedges														
蛚		lie4		蛚	0	1	0	1		Cyrtoxiphus ritsemae														
裂		lie4		裂	0	1	0	1		to split/to crack/to break open/to rend														
趔		lie4		趔	0	1	0	1		stumble														
躐		lie4		躐	0	1	0	1		step across														
鬣		lie4		鬣	0	1	0	1		bristles/mane														
𫚭		lie4		鱲	0	1	0	1		minnow														
䴕		lie4		鴷	0	1	0	1		woodpecker														
咧		lie5		咧	0	1	0	1		modal particle expressing exclamation														
亃		lin2		亃	0	1	0	1		mythical animal, said to have yellow body and white tail														
冧		lin2		冧	0	1	0	1		(Cantonese) to topple/to collapse/to coax/flower bud														
啉		lin2		啉	0	1	0	1		used in the transliteration of the names of organic compounds such as porphyrin 卟啉[bu3 lin2] and quinoline 喹啉[kui2 lin2]														
嶙		lin2		嶙	0	1	0	1		ranges of hills														
惏		lin2		惏	0	1	0	1		cold/frigid														
林		lin2		林	0	1	0	1		woods/forest/CL:片[pian4]/circle(s) (i.e. specific group of people)/a collection (of similar things)														
淋		lin2		淋	0	1	0	1		to sprinkle/to drip/to pour/to drench														
潾		lin2		潾	0	1	0	1		clear (as of water)														
磷		lin2		燐	0	1	0	1		variant of 磷[lin2]														
獜		lin2		獜	0	1	0	1		firefly														
琳		lin2		琳	0	1	0	1		gem														
璘		lin2		璘	0	1	0	1		luster of gem														
痳		lin2		痳	0	1	0	1		hernia/urinary hesitancy/erroneous variant of 痲[ma2]														
瞵		lin2		瞵	0	1	0	1		to stare at														
磷		lin2		磷	0	1	0	1		phosphorus (chemistry)														
磷		lin2		粦	0	1	0	1		variant of 磷[lin2]														
粼		lin2		粼	0	1	0	1		clear (as of water)														
临		lin2		臨	0	1	0	1		to face/to overlook/to arrive/to be (just) about to/just before														
辚		lin2		轔	0	1	0	1		rumbling of wheels														
遴		lin2		遴	0	1	0	1		(literary) to select														
邻		lin2		鄰	0	1	0	1		neighbor/adjacent/close to		 to draw near to/to add	 to sum up/to comb (hair)	1										
𬭸		lin2		鏻	0	1	0	1		phosphonium														
邻		lin2		隣	0	1	0	1		variant of 鄰|邻[lin2]														
霖		lin2		霖	0	1	0	1		continued rain														
𬴊		lin2		驎	0	1	0	1		variant of 麟[lin2], female unicorn														
鳞		lin2		鱗	0	1	0	1		scales (of fish)														
麟		lin2		麐	0	1	0	1		variant of 麟[lin2]														
麟		lin2		麟	0	1	0	1		used in 麒麟[qi2 lin2]														
僯		lin3		僯	0	1	0	1		ashamed														
凛		lin3		凜	0	1	0	1		cold/to shiver with cold/to tremble with fear/afraid/apprehensive/strict/stern/severe/austere/awe-inspiring/imposing/majestic														
廪		lin3		廩	0	1	0	1		government granary														
懔		lin3		懍	0	1	0	1		fear														
檩		lin3		檁	0	1	0	1		cross-beam/ridge-pole														
澟		lin3		澟	0	1	0	1		old variant of 凜|凛[lin3]														
菻		lin3		菻	0	1	0	1		ancient name for east Roman empire														
吝		lin4		吝	0	1	0	1		(bound form) stingy														
吝		lin4		恡	0	1	0	1		variant of 吝[lin4]														
淋		lin4		淋	0	1	0	1		to filter/to strain/to drain/gonorrhea/(TCM) strangury														
膦		lin4		膦	0	1	0	1		phosphine														
蔺		lin4		藺	0	1	0	1		juncus effusus														
赁		lin4		賃	0	1	0	1		to rent														
躙		lin4		躙	0	1	0	1		variant of 躪|躏, to trample down/to oppress/to overrun														
躏		lin4		躪	0	1	0	1		used in 蹂躪|蹂躏[rou2 lin4]														
𡳞		lin4		𡳞	0	1	0	1		(Minnan dialect) male genitals/penis														
昤		ling1		昤	0	1	0	1		sunshine														
○		ling2		○	0	1	0	1		"character used in Taiwan as a substitute for a real name (like ""X"" in English)/variant of 〇[ling2]"														
〇		ling2		〇	0	1	0	1		zero														
令		ling2		令	0	1	0	1		used in 脊令[ji2 ling2]/used in 令狐[Ling2 hu2] (Taiwan pr. [ling4])														
伶		ling2		伶	0	1	0	1		clever/(old) actor/actress														
凌		ling2		凌	0	1	0	1		to approach/to rise high/thick ice/to insult or maltreat														
呤		ling2		呤	0	1	0	1		used in 呤呤[ling2 ling2]														
囹		ling2		囹	0	1	0	1		used in 囹圄[ling2 yu3]														
坽		ling2		坽	0	1	0	1		(literary) precipitous cliff/(used in place names)														
堎		ling2		堎	0	1	0	1		mound/tomb														
夌		ling2		夌	0	1	0	1		to dawdle/the name of the father of the Emperor Yao														
姈		ling2		姈	0	1	0	1		(literary) (of a woman) intelligent/(used mostly in female names)														
岭		ling2		岭	0	1	0	1		used only in 岭巆|岭𫶕[ling2 ying2]														
柃		ling2		柃	0	1	0	1		Eurya japonica														
棂		ling2		櫺	0	1	0	1		latticework on a window														
棂		ling2		欞	0	1	0	1		variant of 櫺|棂[ling2]														
泠		ling2		泠	0	1	0	1		sound of water flowing														
淩		ling2		淩	0	1	0	1		variant of 凌[ling2]														
玲		ling2		玲	0	1	0	1		(onom.) ting-a-ling (in compounds such as 玎玲 or 玲瓏|玲珑)/tinkling of gem-pendants														
瓴		ling2		瓴	0	1	0	1		concave channels of tiling														
笭		ling2		笭	0	1	0	1		bamboo screen														
绫		ling2		綾	0	1	0	1		damask/thin silk														
羚		ling2		羚	0	1	0	1		antelope														
翎		ling2		翎	0	1	0	1		tail feathers/plume														
舲		ling2		舲	0	1	0	1		small boat with windows														
苓		ling2		苓	0	1	0	1		fungus/tuber														
菱		ling2		菱	0	1	0	1		water caltrop (Trapa species)														
菱		ling2		蔆	0	1	0	1		variant of 菱[ling2]														
蕶		ling2		蕶	0	1	0	1		withered (plant, herb etc)														
蛉		ling2		蛉	0	1	0	1		sandfly														
詅		ling2		詅	0	1	0	1		to sell														
軨		ling2		軨	0	1	0	1		lattice work on front and sides														
酃		ling2		酃	0	1	0	1		name of a district in Hunan														
醽		ling2		醽	0	1	0	1		name of a wine														
铃		ling2		鈴	0	1	0	1		(small) bell/CL:隻|只[zhi1]														
陵		ling2		陵	0	1	0	1		mound/tomb/hill/mountain														
零		ling2		零	0	1	0	1		zero/nought/zero sign/fractional/fragmentary/odd (of numbers)/(placed between two numbers to indicate a smaller quantity followed by a larger one)/fraction/(in mathematics) remainder (after division)/extra/to wither and fall/to wither														
霊		ling2		霊	0	1	0	1		Japanese variant of 靈|灵														
霛		ling2		霛	0	1	0	1		old variant of 靈|灵[ling2]														
霝		ling2		霝	0	1	0	1		drops of rain/to fall in drops														
灵		ling2		靈	0	1	0	1		quick/alert/efficacious/effective/to come true/spirit/departed soul/coffin														
鲮		ling2		鯪	0	1	0	1		mud carp (Cirrhina molitorella)														
鸰		ling2		鴒	0	1	0	1		wagtail/lark														
龄		ling2		齡	0	1	0	1		age/length of experience, membership etc														
齢		ling2		齢	0	1	0	1		Japanese variant of 齡|龄														
令		ling3		令	0	1	0	1		classifier for a ream of paper														
岭		ling3		嶺	0	1	0	1		mountain range/mountain ridge														
领		ling3		領	0	1	0	1		neck/collar/to lead/to receive/classifier for clothes, mats, screens etc														
令		ling4		令	0	1	0	1		to order/to command/an order/warrant/writ/to cause/to make sth happen/virtuous/honorific title/season/government position (old)/type of short song or poem														
另		ling4		另	0	1	0	1		other/another/separate/separately														
呤		ling4		呤	0	1	0	1		used in 嘌呤[piao4 ling4]/Taiwan pr. [ling2]														
溜		liu1		溜	0	1	0	1		to slip away/to escape in stealth/to skate														
熘		liu1		熘	0	1	0	1		quick-fry/sim. to stir-frying, but with cornstarch added/also written 溜														
留		liu2		㽞	0	1	0	1		old variant of 留[liu2]														
刘		liu2		劉	0	1	0	1		(classical) a type of battle-ax/to kill/to slaughter		1												
懰		liu2		懰	0	1	0	1		lovely/beautiful														
旒		liu2		旒	0	1	0	1		tassel														
榴		liu2		榴	0	1	0	1		pomegranate														
橊		liu2		橊	0	1	0	1		old variant of 榴[liu2]														
流		liu2		流	0	1	0	1		to flow/to disseminate/to circulate or spread/to move or drift/to degenerate/to banish or send into exile/stream of water or sth resembling one/class, rate or grade														
浏		liu2		瀏	0	1	0	1		clear/deep (of water)/swift		1												
琉		liu2		琉	0	1	0	1		precious stone														
琉		liu2		瑠	0	1	0	1		old variant of 琉[liu2]														
琉		liu2		璢	0	1	0	1		old variant of 琉[liu2]														
畄		liu2		畄	0	1	0	1		old variant of 留[liu2]														
留		liu2		留	0	1	0	1		to leave (a message etc)/to retain/to stay/to remain/to keep/to preserve														
留		liu2		畱	0	1	0	1		old variant of 留[liu2]														
瘤		liu2		瘤	0	1	0	1		tumor														
瘤		liu2		癅	0	1	0	1		old variant of 瘤[liu2]														
硫		liu2		硫	0	1	0	1		sulfur (chemistry)														
鎏		liu2		鎏	0	1	0	1		variant of 鎦|镏[liu2]														
镏		liu2		鎦	0	1	0	1		lutetium (chemistry) (Tw)														
镠		liu2		鏐	0	1	0	1		fine gold														
飗		liu2		飀	0	1	0	1		soughing of wind														
馏		liu2		餾	0	1	0	1		to distill/to break a liquid substance up into components by boiling														
駠		liu2		駠	0	1	0	1		old variant of 騮|骝[liu2]														
駵		liu2		駵	0	1	0	1		old variant of 騮|骝[liu2]														
骝		liu2		騮	0	1	0	1		bay horse with black mane														
鹠		liu2		鶹	0	1	0	1		see 鵂鶹|鸺鹠[xiu1 liu2]														
柳		liu3		柳	0	1	0	1		willow														
柳		liu3		栁	0	1	0	1		old variant of 柳[liu3]														
柳		liu3		桺	0	1	0	1		old variant of 柳[liu3]														
珋		liu3		珋	0	1	0	1		(literary) lustrous precious stone														
绺		liu3		綹	0	1	0	1		skein/tuft/lock														
罶		liu3		罶	0	1	0	1		creel/fish basket														
羀		liu3		羀	0	1	0	1		old variant of 罶[liu3]														
〦		liu4		〦	0	1	0	1		numeral 6 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5]														
六		liu4		六	0	1	0	1		six/6														
溜		liu4		溜	0	1	0	1		used in 冰溜[bing1 liu4]														
碌		liu4		碌	0	1	0	1		see 碌碡[liu4 zhou5]														
碌		liu4		磟	0	1	0	1		variant of 碌[liu4]														
翏		liu4		翏	0	1	0	1		the sound of the wind/to soar														
蹓		liu4		蹓	0	1	0	1		to stroll/walk a horse														
遛		liu4		遛	0	1	0	1		to stroll/to walk (an animal)														
陆		liu4		陸	0	1	0	1		six (banker's anti-fraud numeral)														
霤		liu4		霤	0	1	0	1		dripping of rain from eaves														
馏		liu4		餾	0	1	0	1		to steam/to cook in a steamer/to reheat cold food by steaming it														
鹨		liu4		鷚	0	1	0	1		pipit (genus Anthus)														
咯		lo5		咯	0	1	0	1		(final particle similar to 了[le5], indicating that sth is obvious)														
隆		long1		隆	0	1	0	1		sound of drums														
咙		long2		嚨	0	1	0	1		throat														
巃		long2		巃	0	1	0	1		steep/precipitous (of mountain)														
昽		long2		曨	0	1	0	1		used in 曚曨|曚昽[meng2 long2]														
胧		long2		朧	0	1	0	1		rising moon														
栊		long2		櫳	0	1	0	1		bar/cage/gratings														
滝		long2		滝	0	1	0	1		Japanese variant of 瀧|泷[long2]														
泷		long2		瀧	0	1	0	1		rapids/waterfall/torrential (rain)														
珑		long2		瓏	0	1	0	1		tinkling of gem-pendants														
癃		long2		癃	0	1	0	1		infirmity/retention of urine														
眬		long2		矓	0	1	0	1		see 矇矓|蒙眬[meng2 long2]														
砻		long2		礱	0	1	0	1		to grind/to mill														
礲		long2		礲	0	1	0	1		variant of 礱|砻, to grind/to mill														
窿		long2		窿	0	1	0	1		cavity/hole		 summary/to omit/(bound form before a single-character verb) a bit	 somewhat	 slightly/plan	 strategy/to capture (territory)	1								
